ABC,Water,Gluten%,SV ml,Moisture,Temperature
4,12,10.51,25,12.86,28
4,12,10.51,25,12.86,28
4,12,10.51,25,12.86,28
4,12,10.51,25,12.86,31
3.8,12,10.51,25,12.86,32
3.8,12,10.51,25,12.86,33
3.8,12,10.51,25,12.86,33
3.8,12,10.51,25,12.86,33
3.5,12,10.51,25,12.86,34
3.5,12,10.51,25,12.86,34
3.5,12,10.51,25,12.86,35
3.3,10,10.51,25,12.86,35
3.3,10,10.51,25,12.86,35
3.3,10,10.51,25,12.86,35
3.3,10,10.51,25,12.86,35
3.3,10,10.51,25,12.86,35
3.6,10,10.51,25,12.86,35
3.6,10,10.51,25,12.86,35
3.6,10,10.51,25,12.86,32
3.6,10,10.51,25,12.86,32
3.6,10,10.51,25,12.86,32
3.6,10,10.51,25,12.86,32
3.8,10,10.51,25,12.86,28
3.8,10,10.51,25,12.86,27
3.8,10,10.51,25,12.86,27
3.8,10,10.51,25,12.86,27
3.8,10,10.51,25,12.86,27
3.8,10,10.51,25,12.86,27
3.8,10,10.51,25,12.86,28
3.8,10,10.51,25,12.86,28
3.8,10,10.51,25,12.86,27
3.8,10,10.51,25,12.86,27
3.8,10,10.51,25,12.86,27
3.8,10,10.51,25,12.86,27
3.8,10,10.51,25,12.86,26
3.8,10,10.51,25,12.86,26
3.8,10,10.51,25,12.86,26
3.8,10,10.51,25,12.86,26
3.8,10,10.51,25,12.86,25
3.8,10,10.51,25,12.86,25
3.8,10,10.51,25,12.86,25
3.8,9,10.51,25,12.86,25
3.8,9,10.51,25,12.86,28
3.8,9,10.51,25,12.86,28
4,9,10.51,25,12.86,29
4,9,10.51,25,12.86,31
4,9,10.51,25,12.86,31
4,9,10.51,25,12.86,32
4,9,10.51,25,12.86,34
4,9,10.51,25,12.86,35
4,9,10.51,25,12.86,35
4,9,10.51,25,12.86,35
4,9,10.51,25,12.86,35
4,9,10.51,25,12.86,35
4,9,10.51,25,12.86,35
4,9,10.51,25,12.86,32
4,9,10.51,25,12.86,32
4,9,10.51,25,12.86,30
3.8,11,10.51,25,12.86,34.1
3.8,11,10.51,25,12.86,36.7
3.8,11,10.51,25,12.86,36.7
3.8,11,10.51,25,12.86,36.7
3.5,12,10.51,25,12.86,39.3
3.5,12,10.51,25,12.86,41.8
3.5,12,10.51,25,12.86,41.8
3.5,12,10.51,25,12.86,41.8
3.5,12,10.51,25,12.86,42.5
3.5,12,10.51,25,12.86,42.5
3.5,12,10.51,25,12.86,43.4
3.5,12,10.51,25,12.86,43.4
3.5,12,10.51,25,12.86,44
3.5,12,10.51,25,12.86,44
3.5,12,10.51,25,12.86,44
3.5,12,10.51,25,12.86,43.6
3.5,12,10.51,25,12.86,43.6
3.5,12,10.51,25,12.86,43.6
3.5,12,10.51,25,12.86,38
3.5,12,10.51,25,12.86,38
3.5,12,10.51,25,12.86,38
3.5,12,10.51,25,12.86,37
3.5,12,10.51,25,12.86,37
3.5,12,10.51,25,12.86,35
3.5,12,10.51,25,12.86,35
3.5,12,10.51,25,12.86,32
3.5,12,10.51,25,12.86,32
3.5,12,10.51,25,12.86,30
3.5,12,10.51,25,12.86,30
3.5,12,10.51,25,12.86,30
3.5,12,10.51,25,12.86,30
3.5,12,10.51,25,12.86,30
3.5,12,10.51,25,12.86,30
3.5,12,10.51,25,12.86,31
3.5,12,10.51,25,12.86,31
3.5,12,10.51,25,12.86,31
3.5,12,10.51,25,12.86,30.2
3.5,12,10.51,25,12.86,30.2
3.5,12,10.51,25,12.86,30.2
3.5,12,10.51,25,12.86,29.8
3.5,12,10.51,25,12.86,29.8
3.5,12,10.51,25,12.86,29.8
3.5,12,10.51,25,12.86,29.8
3.5,12,10.51,25,12.86,29.1
3.5,12,10.51,25,12.86,29.1
3.5,12,10.51,25,12.86,29.1
3.5,12,10.51,25,12.86,29.1
3.5,12,10.51,25,12.86,28.6
3.5,12,10.51,25,12.86,28
3.5,11,10.51,25,12.86,30
3.5,11,10.51,25,12.86,30
3.5,11,10.51,25,12.86,30
3.5,11,10.51,25,12.86,30
3.5,11,10.51,25,12.86,32
3.5,12,10.51,25,12.86,32
3.5,12,10.51,25,12.86,32
3.5,12,10.51,25,12.86,32
3.5,12,10.51,25,12.86,32
3.5,12,10.51,25,12.86,32
3.5,12,10.51,25,12.86,36
3.5,12,10.51,25,12.86,36
3.5,12,10.51,25,12.86,36
3.5,12,10.51,25,12.86,36
3.5,12,10.51,25,12.86,36
3.5,12,10.51,25,12.86,36
3.5,12,10.51,25,12.86,36
3.5,12,10.51,25,12.86,36
3.5,12,10.51,25,12.86,38
3.5,12,10.51,25,12.86,38
3.5,12,10.51,25,12.86,38
3.5,12,10.51,25,12.86,38
3.5,12,10.51,25,12.86,38
3.5,12,10.51,25,12.86,38
3.5,12,10.51,25,12.86,38
3.5,12,10.51,25,12.86,35
3.5,12,10.51,25,12.86,35
3.5,12,10.51,25,12.86,35
3.5,12,10.51,25,12.86,35
3.3,10,10.51,25,12.86,31
3.3,10,10.51,25,12.86,31
3.3,10,10.51,25,12.86,30
3.3,10,10.51,25,12.86,30
3.6,10,10.51,25,12.86,30
3.6,10,10.51,25,12.86,31
3.6,10,10.51,25,12.86,31
3.6,10,10.51,25,12.86,29
3.6,10,10.51,25,12.86,29
3.6,10,10.51,25,12.86,29
3.6,10,10.51,25,12.86,29
4,10,10.51,25,12.86,28
4,10,10.51,25,12.86,28
4,10,10.51,25,12.86,28
4,10,10.51,25,12.86,28
4,10,10.51,25,12.86,28
4,10,10.51,25,12.86,26
4.5,10,10.51,25,12.86,26
4.5,10,10.51,25,12.86,26
4.5,10,10.51,25,12.86,26
4.5,10,10.51,25,12.86,26
4.5,10,10.51,25,12.86,25
4.5,10,10.51,25,12.86,25
4.5,10,10.51,25,12.86,26
4.5,12,11.07,25,12.71,29
4.5,12,11.07,25,12.71,29
4.5,12,11.07,25,12.71,30
4.5,12,11.07,25,12.71,30
4.5,12,11.07,25,12.71,33
4.5,12,11.07,25,12.71,33
4.5,12,11.07,25,12.71,33
4.5,12,11.07,25,12.71,33
4.5,12,11.07,25,12.71,33
4.5,12,11.07,25,12.71,36
4.5,12,11.07,25,12.71,36
4.3,12,11.07,25,12.71,36
4.3,12,11.07,25,12.71,36
4.4,12,11.07,25,12.71,36
4.4,12,11.07,25,12.71,36
4.4,12,11.07,25,12.71,36
4.4,12,11.07,25,12.71,36
4.6,12,11.07,25,12.71,36
4.6,12,11.07,25,12.71,36
4.6,12,11.07,25,12.71,37
4.6,12,11.07,25,12.71,37
4.6,12,11.07,25,12.71,37
4.6,12,11.07,25,12.71,37
4.8,12,11.07,25,12.71,37
4.8,12,11.07,25,12.71,37
4.8,12,11.07,25,12.71,37
4.8,12,11.07,25,12.71,37
4.5,12,11.07,25,12.71,36.3
4.5,12,11.07,25,12.71,36.3
4.5,12,11.07,25,12.71,34
4.5,12,11.07,25,12.71,34
4.5,12,11.07,25,12.71,34
4.5,12,11.07,25,12.71,34
4.5,12,11.07,25,12.71,32.1
4.5,12,11.07,25,12.71,32.1
4.5,12,11.07,25,12.71,30.9
4.5,12,11.07,25,12.71,30.9
4.5,12,11.07,25,12.71,30.9
4.5,12,11.07,25,12.71,29.9
4.5,12,11.07,25,12.71,29.9
4.5,12,11.07,25,12.71,29
4.5,12,11.07,25,12.71,29
4.5,12,11.07,25,12.71,27
4.5,12,11.07,25,12.71,27
4.5,12,11.07,25,12.71,27
4.5,12,11.07,25,12.71,27
4.5,12,11.07,25,12.71,27
4.5,12,11.07,25,12.71,27
4.5,12,11.07,25,12.71,25
4.5,12,11.07,25,12.71,25
4.5,12,11.07,25,12.71,25
4.5,12,11.07,25,12.71,25
4.5,12,11.07,25,12.71,25
4.5,12,11.07,25,12.71,25
4.5,12,11.07,25,12.71,29
5.5,12,11.16,25,12.61,31
5.5,12,11.16,25,12.61,31
5.5,12,11.16,25,12.61,31
5.5,12,11.16,25,12.61,32
5.5,12,11.16,25,12.61,32
5.5,12,11.16,25,12.61,35
5.5,12,11.16,25,12.61,35
5.5,12,11.16,25,12.61,35
5.8,12,11.16,25,12.61,35
5.8,12,11.16,25,12.61,35
5.8,12,11.16,25,12.61,37
5.8,12,11.16,25,12.61,37
5.8,12,11.16,25,12.61,37
5.8,12,11.16,25,12.61,37
5.8,12,11.16,25,12.61,37
5.8,12,11.16,25,12.61,37
5.8,12,11.16,25,12.61,37
5.8,12,11.16,25,12.61,38
5.8,12,11.16,25,12.61,38
5.8,12,11.16,25,12.61,38
5.8,13,11.16,25,12.61,38
5.8,13,11.16,25,12.61,38
5.8,13,11.16,25,12.61,38
5.8,13,11.16,25,12.61,37
5.8,13,11.16,25,12.61,37
5.8,13,11.16,25,12.61,37
5.8,13,11.16,25,12.61,37
5.5,14,11.16,25,12.61,31
5.5,14,11.16,25,12.61,31
5.5,14,11.16,25,12.61,31
5.5,14,11.16,25,12.61,31
5.5,14,11.16,25,12.61,32
5.5,14,11.16,25,12.61,32
5.5,14,11.16,25,12.61,35
5.5,14,11.16,25,12.61,35
5.5,14,11.16,25,12.61,36
5.5,14,11.16,25,12.61,36
5.5,14,11.16,25,12.61,37
5.5,14,11.16,25,12.61,37
5.5,14,11.16,25,12.61,37
5.5,14,11.16,25,12.61,37
5.5,14,11.16,25,12.61,39
5.5,14,11.16,25,12.61,39
5.5,14,11.16,25,12.61,39
5.5,14,11.16,25,12.61,38
5.5,14,11.16,25,12.61,38
5.5,14,11.16,25,12.61,38
5.5,14,11.16,25,12.61,38
5.5,14,11.16,25,12.61,38
5.5,14,11.16,25,12.61,38
5.5,14,11.16,25,12.61,37
5.5,14,11.16,25,12.61,37
5.5,14,11.16,25,12.61,37
5.5,14,11.16,25,12.61,37
5.5,14,11.16,25,12.61,35
4.7,12,11.16,25,12.61,29
4.7,12,11.16,25,12.61,30
4.7,12,11.16,25,12.61,30
4.7,12,11.16,25,12.61,30
4.7,12,11.16,25,12.61,33
4.7,12,11.16,25,12.61,33
4.7,12,11.16,25,12.61,34
4.7,12,11.16,25,12.61,34
4.7,12,11.16,25,12.61,34
4.7,12,11.16,25,12.61,36
4.7,12,11.16,25,12.61,36
4.7,12,11.16,25,12.61,38
4.8,12,11.16,25,12.61,38
4.8,12,11.16,25,12.61,38
4.8,12,11.16,25,12.61,38
4.8,12,11.16,25,12.61,38
4.8,12,11.16,25,12.61,38
4.8,12,11.16,25,12.61,38
4.8,12,11.16,25,12.61,34
4.8,12,11.16,25,12.61,34
4.8,12,11.16,25,12.61,34
4.9,12,11.16,25,12.61,34
4.9,12,11.16,25,12.61,34
4.9,12,11.16,25,12.61,32
4.9,12,11.16,25,12.61,32
4.9,12,11.16,25,12.61,30
4.9,12,11.16,25,12.61,30
4.9,12,11.16,25,12.61,29
4.9,12,11.16,25,12.61,29
4.9,12,11.16,25,12.61,29
4.9,12,11.16,25,12.61,29
4.9,12,11.16,25,12.61,28
4.9,12,11.16,25,12.61,28
4.9,12,11.16,25,12.61,27
4.9,12,11.16,25,12.61,27
4.9,12,11.16,25,12.61,27
4.9,12,11.16,25,12.61,27
4.9,12,11.16,25,12.61,27
4.9,12,11.16,25,12.61,27
4.9,12,11.16,25,12.61,27
4.9,12,11.16,25,12.61,30
4.9,12,11.16,25,12.61,30
4.9,12,11.16,25,12.61,29
4.9,12,11.16,25,12.61,29
4.9,12,11.16,25,12.61,28
4.9,12,11.16,25,12.61,28
4.9,12,11.16,25,12.61,28
4.9,12,11.16,25,12.61,27
4.9,12,11.16,25,12.61,27
4.9,12,11.16,25,12.61,27
4.9,12,11.16,25,12.61,27
4.9,12,11.16,25,12.61,27
4.9,12,11.16,25,12.61,26
4.9,12,11.16,25,12.61,26
5.5,12,11.08,27,12.73,26
5.5,12,11.08,27,12.73,29
5.5,12,11.08,27,12.73,29
5.5,12,11.08,27,12.73,29
5.5,12,11.08,27,12.73,30
5.5,12,11.08,27,12.73,30
5.5,12,11.08,27,12.73,30
5.5,12,11.08,27,12.73,33
5.5,12,11.08,27,12.73,34
5.5,12,11.08,27,12.73,36
5.5,12,11.08,27,12.73,36
5.5,12,11.08,27,12.73,36
5.5,12,11.08,27,12.73,37
5.5,12,11.08,27,12.73,37
5.5,12,11.08,27,12.73,39
5.5,12,11.08,27,12.73,39
5.5,12,11.08,27,12.73,39
5.5,12,11.08,27,12.73,39
5.5,12,11.08,27,12.73,39
5.5,12,11.08,27,12.73,34
5.5,12,11.08,27,12.73,34
5.5,12,11.08,27,12.73,34
4.6,13,10.66,25,12.93,22
4.6,13,10.66,25,12.93,22
4.6,13,10.66,25,12.93,22
4.6,13,10.66,25,12.93,24
4.6,13,10.66,25,12.93,24
4.6,13,10.66,25,12.93,29
4.6,13,10.66,25,12.93,29
4.6,13,10.66,25,12.93,31
4.6,13,10.66,25,12.93,31
4.6,13,10.66,25,12.93,31
4.6,13,10.66,25,12.93,35
4.6,13,10.66,25,12.93,35
4.6,13,10.66,25,12.93,35
4.6,13,10.66,25,12.93,35
4.6,13,10.66,25,12.93,35
4.6,13,10.66,25,12.93,35
4.6,13,10.66,25,12.93,35
4.6,13,10.66,25,12.93,36
4.6,13,10.66,25,12.93,36
4.6,13,10.66,25,12.93,36
4.6,13,10.66,25,12.93,35
4.6,13,10.66,25,12.93,35
4.6,13,10.66,25,12.93,35
4.6,13,10.66,25,12.93,34
4.6,13,10.66,25,12.93,34
4.6,13,10.66,25,12.93,31
5.3,14,11.12,26,12.89,34
5.3,14,11.12,26,12.89,31
5.3,14,11.12,26,12.89,30
5.3,14,11.12,26,12.89,30
5.3,14,11.12,26,12.89,29
5.3,14,11.12,26,12.89,29
5.3,14,11.12,26,12.89,29
5.3,14,11.12,26,12.89,29
5.5,14,11.12,26,12.89,29
5.5,14,11.12,26,12.89,27
5.5,14,11.12,26,12.89,27
5.5,14,11.12,26,12.89,27
5.5,14,11.12,26,12.89,28
5.5,14,11.12,26,12.89,28
5.5,14,11.12,26,12.89,28
5.5,14,11.12,26,12.89,28
5.5,14,11.12,26,12.89,28
5.5,14,11.12,26,12.89,28
5.5,14,11.12,26,12.89,28
5.5,14,11.12,26,12.89,28
5.5,14,11.12,26,12.89,22
6.3,14,11.12,26,12.89,22
6.3,14,11.12,26,12.89,21
6.3,14,11.12,26,12.89,21
6.3,14,11.12,26,12.89,21
6.3,14,11.12,26,12.89,22
6.3,14,11.12,26,12.89,22
6.3,14,11.12,26,12.89,22
5.3,14,11.12,26,12.89,28
5.3,14,11.12,26,12.89,28
5.3,14,11.12,26,12.89,29
5.3,14,11.12,26,12.89,29
5.3,14,11.12,26,12.89,32
5.3,14,11.12,26,12.89,32
5.3,14,11.12,26,12.89,32
5.3,14,11.12,26,12.89,33
5.3,14,11.12,26,12.89,33
5.3,14,11.12,26,12.89,35
5.3,14,11.12,26,12.89,35
5.3,14,11.12,26,12.89,35
5.3,14,11.12,26,12.89,35
5.3,14,11.12,26,12.89,35
5.3,14,11.12,26,12.89,36
5.3,14,11.12,26,12.89,36
5.3,14,11.12,26,12.89,36
5.3,14,11.12,26,12.89,36
5.3,14,11.12,26,12.89,36
5.3,14,11.12,26,12.89,36
5.3,14,11.12,26,12.89,36
5.3,14,11.12,26,12.89,36
5.3,14,11.12,26,12.89,36
5.3,14,11.12,26,12.89,34
5.3,14,11.12,26,12.89,34
5.3,14,11.12,26,12.89,34
5.3,14,11.12,26,12.89,34
5.3,14,11.12,26,12.89,34
5.8,12,11.12,26,12.89,28
5.8,12,11.12,26,12.89,29
5.8,12,11.12,26,12.89,29
5.8,12,11.12,26,12.89,29
5.8,12,11.12,26,12.89,29
5.8,12,11.12,26,12.89,29
5.8,12,11.12,26,12.89,29
5.5,14,11.12,26,12.89,26
5.5,14,11.12,26,12.89,29
5.5,14,11.12,26,12.89,29
5.5,14,11.12,26,12.89,30
5.5,14,11.12,26,12.89,30
5.5,14,11.12,26,12.89,33
5.5,14,11.12,26,12.89,33
5.5,14,11.12,26,12.89,34
5.5,14,11.12,26,12.89,35
5.5,14,11.12,26,12.89,35
5.5,14,11.12,26,12.89,36
5.5,14,11.12,26,12.89,36
5.5,14,11.12,26,12.89,37
5.5,14,11.12,26,12.89,37
5.5,14,11.12,26,12.89,37
5.5,14,11.12,26,12.89,37
5.5,14,11.12,26,12.89,37
5.5,14,11.12,26,12.89,36
5.5,14,11.12,26,12.89,36
5.5,14,11.12,26,12.89,36
5.5,14,11.12,26,12.89,35
5.5,14,11.12,26,12.89,35
6.4,14,11.12,26,12.89,32
6.4,14,11.12,26,12.89,31
6.4,14,11.12,26,12.89,31
6.4,14,11.12,26,12.89,31
6.4,14,11.12,26,12.89,30
6.4,14,11.12,26,12.89,30
6.4,14,11.12,26,12.89,30
6.3,14,11.12,26,12.89,28
6.3,14,11.12,26,12.89,28
6.3,14,11.12,26,12.89,28
6.3,14,11.12,26,12.89,28
6.3,14,11.12,26,12.89,31
6.3,14,11.12,26,12.89,31
6.3,14,11.12,26,12.89,31
6.3,14,11.12,26,12.89,32
6.3,14,11.12,26,12.89,32
6.5,14,11.12,26,12.89,32
6.5,14,11.12,26,12.89,34
6.5,14,11.12,26,12.89,34
6.5,14,11.12,26,12.89,36
6.5,14,11.12,26,12.89,36
6.5,14,11.12,26,12.89,36
6.1,14,11.12,26,12.89,34
6.1,14,11.12,26,12.89,34
6.1,14,11.12,26,12.89,34
6.1,14,11.12,26,12.89,35
6.1,14,11.12,26,12.89,35
6.1,14,11.12,26,12.89,35
6.1,14,11.12,26,12.89,35
6.1,14,11.12,26,12.89,35
6.1,14,11.12,26,12.89,35
6.1,14,11.12,26,12.89,35
6.5,14,11.12,26,12.89,35
6.5,14,11.12,26,12.89,31
6.5,14,11.12,26,12.89,31
6.5,14,11.12,26,12.89,31
6.5,14,11.12,26,12.89,31
6.5,14,11.12,26,12.89,30
6.5,15,11.12,26,12.89,30
6.8,15,11.12,26,12.89,30
6.8,15,11.12,26,12.89,29
6.8,15,11.12,26,12.89,29
6.8,15,11.12,26,12.89,29
6.8,15,11.12,26,12.89,29
6.8,15,11.12,26,12.89,29
6.8,15,11.12,26,12.89,29
6.8,15,11.12,26,12.89,29
6.8,15,11.12,26,12.89,28
6.8,15,11.12,26,12.89,28
7,15,11.12,26,12.89,28
7,15,11.12,26,12.89,28
7,15,11.12,26,12.89,28
7.3,14,11.12,26,12.89,28
7.3,14,11.12,26,12.89,28
7.3,14,11.12,26,12.89,29
7.3,14,11.12,26,12.89,29
7,14,11.12,26,12.89,32
7,14,11.12,26,12.89,32
7,14,11.12,26,12.89,33
7,14,11.12,26,12.89,33
7,14,11.12,26,12.89,34
7,14,11.12,26,12.89,34
7,14,11.12,26,12.89,35
7,14,11.12,26,12.89,36
7,14,11.12,26,12.89,36
6.6,14,11.12,26,12.89,36
6.6,14,11.12,26,12.89,36
6.6,14,11.12,26,12.89,36
6.6,14,11.12,26,12.89,36
6.6,14,11.12,26,12.89,36
6.6,14,11.12,26,12.89,36
6.2,14,11.12,26,12.89,36
6.2,14,11.12,26,12.89,36
6.2,14,11.12,26,12.89,36
6.2,14,11.12,26,12.89,35
6.2,14,11.12,26,12.89,35
6.2,14,11.12,26,12.89,35
6.2,14,11.12,26,12.89,35
6.2,15,11.12,26,12.89,35
6.2,15,11.12,26,12.89,35
6.2,15,11.12,26,12.89,31
6.5,15,11.12,26,12.89,31
6.5,15,11.12,26,12.89,31
6.5,15,11.12,26,12.89,31
6.5,15,11.12,26,12.89,31
6.5,15,11.12,26,12.89,30
6.8,15,11.12,26,12.89,30
6.8,15,11.12,26,12.89,28
6.8,15,11.12,26,12.89,28
6.8,15,11.12,26,12.89,29
6.8,15,11.12,26,12.89,29
6.8,15,11.12,26,12.89,29
6.8,15,11.12,26,12.89,29
6.8,15,11.12,26,12.89,28
6.8,15,11.12,26,12.89,28
6.8,15,11.12,26,12.89,28
6.8,15,11.12,26,12.89,28
6.8,15,11.12,26,12.89,28
6.8,15,11.12,26,12.89,27
6.8,15,11.12,26,12.89,27
6.8,15,11.12,26,12.89,27
6.8,15,11.12,26,12.89,27
6.8,15,11.12,26,12.89,27
6.8,15,11.12,26,12.89,28
6.7,16,11.12,26,12.89,29
6.7,16,11.12,26,12.89,30
6.7,16,11.12,26,12.89,30
6.7,16,11.12,26,12.89,30
6.7,16,11.12,26,12.89,32
6.7,16,11.12,26,12.89,32
6.7,16,11.12,26,12.89,32
6.7,16,11.12,26,12.89,33
6.7,16,11.12,26,12.89,33
6.7,16,11.12,26,12.89,35
6.7,16,11.12,26,12.89,35
6.7,16,11.12,26,12.89,35
6.7,16,11.12,26,12.89,35
6.7,16,11.12,26,12.89,35
6.7,16,11.12,26,12.89,36
6.7,16,11.12,26,12.89,36
6.7,16,11.12,26,12.89,36
6.7,16,11.12,26,12.89,36
6.7,16,11.12,26,12.89,37
6.7,16,11.12,26,12.89,37
6.7,16,11.12,26,12.89,37
6.7,16,11.12,26,12.89,36
6.7,16,11.12,26,12.89,36
6.7,16,11.12,26,12.89,35
6.7,16,11.12,26,12.89,35
6.7,16,11.12,26,12.89,35
6.2,15,11.12,26,12.89,32
6.2,15,11.12,26,12.89,32
6.2,15,11.12,26,12.89,32
6.2,15,11.12,26,12.89,32
6.2,15,11.12,26,12.89,30
6.2,15,11.12,26,12.89,30
6.2,15,11.12,26,12.89,29
6.5,15,11.12,26,12.89,29
6.5,15,11.12,26,12.89,29
6.5,15,11.12,26,12.89,29
6.5,15,11.12,26,12.89,35
6.8,15,11.12,26,12.89,35
6.8,15,11.12,26,12.89,35
6.8,15,11.12,26,12.89,28
6.8,15,11.12,26,12.89,28
6.8,15,11.12,26,12.89,28
7,15,11.12,26,12.89,28
7,15,11.12,26,12.89,27
7,15,11.12,26,12.89,27
7,15,11.12,26,12.89,27
7.2,15,11.12,26,12.89,28
7,14,10.52,24,12.3,28
7,14,10.52,24,12.3,28
7,14,10.52,24,12.3,28
7,14,10.52,24,12.3,28
7,14,10.52,24,12.3,28
7,14,10.52,24,12.3,32
7,14,10.52,24,12.3,32
7,14,10.52,24,12.3,34
7,14,10.52,24,12.3,34
7,14,10.52,24,12.3,36
6.7,14,10.52,24,12.3,36
6.7,14,10.52,24,12.3,36
6.7,14,10.52,24,12.3,37
6.5,14,10.52,24,12.3,36
6.5,14,10.52,24,12.3,37
6,14,10.52,24,12.3,37
6,14,10.52,24,12.3,37
6,14,10.52,24,12.3,37
6,14,10.52,24,12.3,37
6,14,10.52,24,12.3,37
6,14,10.52,24,12.3,37
6,14,10.52,24,12.3,37
6,14,10.52,24,12.3,37
6,14,10.52,24,12.3,34
6,14,10.52,24,12.3,34
6,14,10.52,24,12.3,30
6,14,10.52,24,12.3,30
6,14,10.52,24,12.3,30
6,14,10.52,24,12.3,32
6,14,10.52,24,12.3,31
6,14,10.52,24,12.3,30
6,14,10.52,24,12.3,30
6,14,10.52,24,12.3,30
6,14,10.52,24,12.3,30
6,14,10.52,24,12.3,30
6,14,10.52,24,12.3,29
6,14,10.52,24,12.3,29
6,14,10.52,24,12.3,29
6,14,10.52,24,12.3,28
6,14,10.52,24,12.3,28
