ABC,Water,Gluten%,SV ml,Moisture,Temperature
6,14,10.52,24,12.3,27
6,14,10.52,24,12.3,27
6,14,10.52,24,12.3,27
6,14,10.52,24,12.3,27
6,14,10.52,24,12.3,27
6,14,10.52,24,12.3,27
6,14,10.52,24,12.3,27
6.5,14,10.52,24,12.3,28
6.5,14,10.52,24,12.3,28
6.5,14,10.52,24,12.3,28
6.5,14,10.52,24,12.3,27
6.5,14,10.52,24,12.3,27
6.5,14,10.52,24,12.3,27
6.5,14,10.52,24,12.3,25
6.5,14,10.52,24,12.3,25
6.5,14,10.52,24,12.3,25
6.5,14,10.52,24,12.3,25
6.5,14,10.52,24,12.3,27
6.5,14,10.52,24,12.3,27
6.5,14,10.52,24,12.3,27
6.5,14,10.52,24,12.3,27
6.5,14,10.52,24,12.3,31
6.5,14,10.52,24,12.3,31
6.5,14,10.52,24,12.3,32
6.5,14,10.52,24,12.3,32
6.5,14,10.52,24,12.3,33
6.5,14,10.52,24,12.3,33
6.5,14,10.52,24,12.3,33
6.5,14,10.52,24,12.3,33
6.5,14,10.52,24,12.3,33
6.5,14,10.52,24,12.3,32
6.5,14,10.52,24,12.3,32
6.5,14,10.52,24,12.3,31
6,13,10.52,24,12.3,28
6,13,10.52,24,12.3,28
6,13,10.52,24,12.3,28
6,13,10.52,24,12.3,29
6,13,10.52,24,12.3,29
6,13,10.52,24,12.3,28
6,13,10.52,24,12.3,25
6,13,10.52,24,12.3,25
6,13,10.52,24,12.3,30
6,13,10.52,24,12.3,30
6,13,10.52,24,12.3,30
6,13,10.52,24,12.3,28
6.5,14,10.52,24,12.3,29
65.5,14,10.52,24,12.3,29
6.5,14,10.52,24,12.3,31
6.7,14,10.52,24,12.3,31
6.7,14,10.52,24,12.3,31
6.7,14,10.52,24,12.3,34
6.5,14,10.52,24,12.3,34
6.5,14,10.52,24,12.3,34
6.5,14,10.52,24,12.3,35
6,14,10.52,24,12.3,35
6,14,10.52,24,12.3,36
6,14,10.52,24,12.3,36
6,14,10.52,24,12.3,37
6,14,10.52,24,12.3,37
6,14,10.52,24,12.3,37
6,14,10.52,24,12.3,38
6,14,10.52,24,12.3,38
6,14,10.52,24,12.3,37
6,14,10.52,24,12.3,37
6,14,10.52,24,12.3,37
6.3,14,10.52,24,12.3,37
6.3,14,10.52,24,12.3,35
6.3,14,10.52,24,12.3,35
6.3,14,10.52,24,12.3,33
6.3,14,10.52,24,12.3,33
6.5,14,10.52,24,12.3,30
6.5,14,10.52,24,12.3,30
6.5,14,10.52,24,12.3,30
6.5,14,10.52,24,12.3,29
6.5,14,10.52,24,12.3,29
6.5,14,10.52,24,12.3,29
6.5,14,10.52,24,12.3,29
6.5,14,10.52,24,12.3,29
6.5,14,10.52,24,12.3,28
6.5,14,10.52,24,12.3,28
6.5,14,10.52,24,12.3,25
6.5,14,10.52,24,12.3,25
6.5,14,10.52,24,12.3,24
6.5,14,10.52,24,12.3,24
6.5,14,10.52,24,12.3,24
6.5,14,10.52,24,12.3,24
6.5,14,10.52,24,12.3,24
6.5,14,10.52,24,12.3,24
6.5,14,10.52,24,12.3,24
5.8,14,11.06,25,12.92,31
5.8,14,11.06,25,12.92,31
5.8,14,11.06,25,12.92,31
5.8,14,11.06,25,12.92,31
5.8,14,11.06,25,12.92,32
5.8,14,11.06,25,12.92,32
5.8,14,11.06,25,12.92,32
5.8,14,11.06,25,12.92,35
5.8,14,11.06,25,12.92,36
5.8,14,11.06,25,12.92,36
5.8,14,11.06,25,12.92,37
5.5,14,11.06,25,12.92,37
5.5,14,11.06,25,12.92,38
5.5,14,11.06,25,12.92,38
5.5,14,11.06,25,12.92,38
5.3,14,11.06,25,12.92,39
5.3,14,11.06,25,12.92,39
5.3,14,11.06,25,12.92,39
5.3,14,11.06,25,12.92,39
5,14,11.06,25,12.92,38
5,14,11.06,25,12.92,38
5,14,11.06,25,12.92,38
5,14,11.06,25,12.92,38
5,14,11.06,25,12.92,38
5,14,11.06,25,12.92,38
5,14,11.06,25,12.92,38
5.4,15,11.06,25,12.92,36
5.4,15,11.06,25,12.92,34
5.4,15,11.06,25,12.92,34
5.4,15,11.06,25,12.92,34
5.4,15,11.06,25,12.92,34
5.4,15,11.06,25,12.92,31
5.4,15,11.06,25,12.92,31
5.4,15,11.06,25,12.92,31
5.4,15,11.06,25,12.92,29
5.4,15,11.06,25,12.92,29
5.4,15,11.06,25,12.92,28
5,15,11.06,25,12.92,28
5,15,11.06,25,12.92,28
5,15,11.06,25,12.92,28
5,15,11.06,25,12.92,32
5,15,11.06,25,12.92,32
5,15,11.06,25,12.92,33
5,15,11.06,25,12.92,33
5,15,11.06,25,12.92,33
5,15,11.06,25,12.92,34
5,15,11.06,25,12.92,34
5,15,11.06,25,12.92,35
5,15,11.06,25,12.92,35
5,15,11.06,25,12.92,37
5,15,11.06,25,12.92,37
5,15,11.06,25,12.92,37
5,15,11.06,25,12.92,37
5,15,11.06,25,12.92,37
5,15,11.06,25,12.92,38
5.2,15,11.06,25,12.92,39
5.2,15,11.06,25,12.92,39
5.2,15,11.06,25,12.92,39
5.2,15,11.06,25,12.92,39
5.2,15,11.06,25,12.92,39
5.2,15,11.06,25,12.92,38
5.2,15,11.06,25,12.92,38
5.2,15,11.06,25,12.92,35
5.2,15,11.06,25,12.92,35
5.2,15,11.06,25,12.92,35
5.4,15,11.06,25,12.92,31
5.4,15,11.06,25,12.92,31
5.4,15,11.06,25,12.92,31
5.4,15,11.06,25,12.92,31
5.4,15,11.06,25,12.92,31
5.4,15,11.06,25,12.92,30
5.4,15,11.06,25,12.92,30
5.4,15,11.06,25,12.92,31
5.4,15,11.06,25,12.92,31
5.4,15,11.06,25,12.92,31
5.4,15,11.06,25,12.92,31
5.4,15,11.06,25,12.92,31
5.4,15,11.06,25,12.92,31
5.4,15,11.06,25,12.92,31
5.4,15,11.06,25,12.92,31
5.4,15,11.06,25,12.92,31
5.4,15,11.06,25,12.92,31
5.4,15,11.06,25,12.92,31
5.4,15,11.06,25,12.92,31
5.4,15,11.06,25,12.92,31
5.4,15,11.06,25,12.92,31
5.4,15,11.06,25,12.92,31
5.4,15,11.06,25,12.92,31
5.4,15,11.06,25,12.92,30
5.4,15,11.06,25,12.92,30
5.4,15,11.06,25,12.92,30
5.4,15,11.06,25,12.92,30
5.4,15,11.06,25,12.92,30
5.4,15,11.06,25,12.92,30
3.7,15,10.58,26,12.54,30
3.7,15,10.58,26,12.54,30
4.1,15,10.58,26,12.54,30
4.1,15,10.58,26,12.54,30
4.1,15,10.58,26,12.54,30
5,15,10.58,26,12.54,30
5,15,10.58,26,12.54,30
5.5,15,10.58,26,12.54,30
5.5,15,10.58,26,12.54,30
5.5,15,10.58,26,12.54,30
5.5,15,10.58,26,12.54,31
5.5,15,10.58,26,12.54,31
5.3,15,10.58,26,12.54,31
5.3,15,10.58,26,12.54,35
5.3,15,10.58,26,12.54,35
5.3,15,10.58,26,12.54,35
5.3,15,10.58,26,12.54,35
5.3,15,10.58,26,12.54,35
5.3,15,10.58,26,12.54,34
5.3,15,10.58,26,12.54,34
5.3,15,10.58,26,12.54,34
5.5,16,11.22,26,12.87,28
5.5,16,11.22,26,12.87,28
5.5,16,11.22,26,12.87,28
5.5,16,11.22,26,12.87,28
5.5,16,11.22,26,12.87,28
5.5,16,11.22,26,12.87,31
5.5,16,11.22,26,12.87,31
5.5,16,11.22,26,12.87,31
5.5,16,11.22,26,12.87,33
5.5,16,11.22,26,12.87,33
5.5,16,11.22,26,12.87,33
5.5,16,11.22,26,12.87,34
5.5,16,11.22,26,12.87,34
5.5,16,11.22,26,12.87,34
5.5,16,11.22,26,12.87,35
5.5,16,11.22,26,12.87,35
5.5,16,11.22,26,12.87,35
5.5,16,11.22,26,12.87,35
5.5,16,11.22,26,12.87,35
5.5,16,11.22,26,12.87,35
5.5,16,11.22,26,12.87,35
5.5,16,11.22,26,12.87,35
5.5,16,11.22,26,12.87,35
5.5,16,11.22,26,12.87,35
5.5,16,11.22,26,12.87,34
5.5,16,11.22,26,12.87,34
5.5,16,11.22,26,12.87,34
3.5,14,11.22,26,12.87,33
3.5,14,11.22,26,12.87,33
3.5,14,11.22,26,12.87,33
3.5,14,11.22,26,12.87,33
3.9,14,11.22,26,12.87,33
3.9,14,11.22,26,12.87,30
3.9,14,11.22,26,12.87,30
3.9,14,11.22,26,12.87,30
3.5,14,11.22,26,12.87,30
3.5,14,11.22,26,12.87,30
4,14,11.22,26,12.87,29
4,14,11.22,26,12.87,29
4,14,11.22,26,12.87,29
4,14,11.22,26,12.87,24
4,14,11.22,26,12.87,24
4,14,11.22,26,12.87,24
4,14,11.22,26,12.87,24
4,14,11.22,26,12.87,24
4,14,11.22,26,12.87,24
4,14,11.22,26,12.87,23
4,14,11.22,26,12.87,23
4,14,11.22,26,12.87,24
4,14,11.22,26,12.87,24
4,14,11.22,26,12.87,24
4,14,11.22,26,12.87,24
4,14,11.22,26,12.87,30
4,14,11.22,26,12.87,30
4,14,11.22,26,12.87,31
4,14,11.22,26,12.87,31
4,14,11.22,26,12.87,33
4,14,11.22,26,12.87,33
4,14,11.22,26,12.87,33
4,14,11.22,26,12.87,33
4,14,11.22,26,12.87,33
4,14,11.22,26,12.87,35
4,14,11.22,26,12.87,35
4,14,11.22,26,12.87,35
4,14,11.22,26,12.87,35
4,14,11.22,26,12.87,36
4,14,11.22,26,12.87,36
4,14,11.22,26,12.87,37
4,14,11.22,26,12.87,37
4,14,11.22,26,12.87,37
4,14,11.22,26,12.87,37
4,14,11.22,26,12.87,37
4,14,11.22,26,12.87,37
4,14,11.22,26,12.87,37
4,14,11.22,26,12.87,37
4,14,11.22,26,12.87,35
4,14,11.22,26,12.87,35
4,14,11.22,26,12.87,33
5.5,14,11.22,26,12.87,32
5.5,14,11.22,26,12.87,32
5.5,14,11.22,26,12.87,32
5.3,14,11.22,26,12.87,32
5.3,14,11.22,26,12.87,30
5.3,14,11.22,26,12.87,30
5.3,14,11.22,26,12.87,30
5.5,14,11.22,26,12.87,29
5.5,14,11.22,26,12.87,29
5.5,14,11.22,26,12.87,28
5.8,14,11.22,26,12.87,28
5.8,14,11.22,26,12.87,28
5.8,14,11.22,26,12.87,28
6,14,11.22,26,12.87,28
6,14,11.22,26,12.87,29
6,14,11.22,26,12.87,29
6,14,11.22,26,12.87,28
6,14,11.22,26,12.87,28
6,14,11.22,26,12.87,27
5.5,13,10.72,26,12.35,28
5.5,13,10.72,26,12.35,28
5.5,13,10.72,26,12.35,29
5.5,13,10.72,26,12.35,29
5.8,13,10.72,26,12.35,32
5.8,13,10.72,26,12.35,32
5.8,13,10.72,26,12.35,33
5.8,13,10.72,26,12.35,35
5.8,13,10.72,26,12.35,35
5.8,13,10.72,26,12.35,36
6,13,10.72,26,12.35,37
6,13,10.72,26,12.35,37
6,13,10.72,26,12.35,37
6.5,13,10.72,26,12.35,37
6.5,13,10.72,26,12.35,31
6.5,13,10.72,26,12.35,31
6.5,13,10.72,26,12.35,31
7,13,10.72,26,12.35,31
7,13,10.72,26,12.35,31
6.7,13,10.72,26,12.35,31
6.7,13,10.72,26,12.35,30
6.7,13,10.72,26,12.35,29
6.7,13,10.72,26,12.35,29
6,13,10.72,26,12.35,28
6,13,10.72,26,12.35,28
6,13,10.72,26,12.35,28
6,13,10.72,26,12.35,28
6,13,10.72,26,12.35,28
6,13,10.72,26,12.35,28
6,13,10.72,26,12.35,27
6,13,10.72,26,12.35,27
6,13,10.72,26,12.35,27
5.8,13,10.72,26,12.35,29
5.8,13,10.72,26,12.35,29
5.8,13,10.72,26,12.35,29
5.8,13,10.72,26,12.35,28
5.9,13,10.72,26,12.35,28
5.9,13,10.72,26,12.35,29
5.9,13,10.72,26,12.35,29
5.9,13,10.72,26,12.35,29
5.9,13,10.72,26,12.35,29
6.3,13,10.72,26,12.35,29
6.3,13,10.72,26,12.35,29
6.3,13,10.72,26,12.35,27
6.3,13,10.72,26,12.35,27
6.3,15,10.72,26,12.35,28
6.3,15,10.72,26,12.35,28
6.3,15,10.72,26,12.35,28
6.6,15,10.72,26,12.35,29
6.6,15,10.72,26,12.35,31
6.6,15,10.72,26,12.35,31
6.6,15,10.72,26,12.35,32
6.2,15,10.72,26,12.35,32
6.2,15,10.72,26,12.35,34
6.2,15,10.72,26,12.35,34
6.2,15,10.72,26,12.35,35
6.2,15,10.72,26,12.35,37
6,15,10.72,26,12.35,37
6,15,10.72,26,12.35,37
6,15,10.72,26,12.35,37
6,15,10.72,26,12.35,37
6,15,10.72,26,12.35,38
6,15,10.72,26,12.35,38
6,15,10.72,26,12.35,37
6,15,10.72,26,12.35,35
6,15,10.72,26,12.35,35
6,15,10.72,26,12.35,35
6,15,10.72,26,12.35,35
6,15,10.72,26,12.35,33
6.3,15,10.72,26,12.35,32
6.3,15,10.72,26,12.35,32
6.3,15,10.72,26,12.35,32
6.3,15,10.72,26,12.35,31
6.3,15,10.72,26,12.35,31
6.3,15,10.72,26,12.35,31
6.3,15,10.72,26,12.35,30
6.3,15,10.72,26,12.35,30
6.3,15,10.72,26,12.35,30
6.3,15,10.72,26,12.35,27
6.3,15,10.72,26,12.35,27
6.3,15,10.72,26,12.35,27
6.2,15,10.72,26,12.35,27
6.2,15,10.72,26,12.35,27
6.2,15,10.72,26,12.35,26
6.2,15,10.72,26,12.35,26
6.2,15,10.72,26,12.35,25
6.2,15,10.72,26,12.35,25
6.2,15,10.72,26,12.35,25
6.2,15,10.72,26,12.35,25
6.2,15,10.72,26,12.35,25
6.2,14,10.72,26,12.35,29
6.2,14,10.72,26,12.35,29
6.2,14,10.72,26,12.35,29
6.2,14,10.72,26,12.35,29
6.2,14,10.72,26,12.35,32
6.2,14,10.72,26,12.35,32
6.2,14,10.72,26,12.35,32
6.2,14,10.72,26,12.35,32
6.2,14,10.72,26,12.35,32
6.2,14,10.72,26,12.35,32
6.2,14,10.72,26,12.35,35
6.2,14,10.72,26,12.35,35
6.2,14,10.72,26,12.35,35
6.2,14,10.72,26,12.35,35
6.2,14,10.72,26,12.35,36
6.2,14,10.72,26,12.35,36
6.2,14,10.72,26,12.35,37
6.2,14,10.72,26,12.35,37
6.2,14,10.72,26,12.35,32
6.2,14,10.72,26,12.35,32
6.2,14,10.72,26,12.35,32
6.2,14,10.72,26,12.35,28
6.2,14,10.72,26,12.35,28
6.2,14,10.72,26,12.35,29
6.5,15,10.72,26,12.35,29
6.5,15,10.72,26,12.35,29
6.5,15,10.72,26,12.35,29
6.5,15,10.72,26,12.35,29
6.5,15,10.72,26,12.35,29
6.2,15,11.08,26,12.89,28
6.2,15,11.08,26,12.89,28
6.2,15,11.08,26,12.89,29
6.2,15,11.08,26,12.89,29
6.2,15,11.08,26,12.89,31
6.2,15,11.08,26,12.89,31
6.2,15,11.08,26,12.89,32
6.2,15,11.08,26,12.89,32
6.2,15,11.08,26,12.89,34
6.5,15,11.08,26,12.89,34
6.5,15,11.08,26,12.89,34
6.5,15,11.08,26,12.89,35
6.5,15,11.08,26,12.89,35
6.5,15,11.08,26,12.89,35
6.5,15,11.08,26,12.89,36
6.5,15,11.08,26,12.89,36
6.5,15,11.08,26,12.89,36
6.5,15,11.08,26,12.89,36
6.5,15,11.08,26,12.89,36
6.5,15,11.08,26,12.89,36
6.5,15,11.08,26,12.89,36
6.5,15,11.08,26,12.89,36
6.5,15,11.08,26,12.89,35
6.5,15,11.08,26,12.89,35
6.5,15,11.08,26,12.89,34
6.2,14,11.08,26,12.89,32
6.2,14,11.08,26,12.89,32
6.2,14,11.08,26,12.89,32
6.2,14,11.08,26,12.89,32
6.2,14,11.08,26,12.89,26
6.2,14,11.08,26,12.89,26
6.2,14,11.08,26,12.89,26
6.2,14,11.08,26,12.89,25
6.2,14,11.08,26,12.89,25
6.2,14,11.08,26,12.89,25
6.2,14,11.08,26,12.89,27
6.2,14,11.08,26,12.89,27
6.2,14,11.08,26,12.89,27
6.2,14,11.08,26,12.89,27
6.2,14,11.08,26,12.89,27
6.2,14,11.08,26,12.89,27
6.2,14,11.08,26,12.89,27
6.2,14,11.08,26,12.89,27
6.2,14,11.08,26,12.89,27
6.2,14,11.08,26,12.89,27
6.2,14,11.08,26,12.89,27
6.2,14,11.08,26,12.89,28
6.2,14,11.08,26,12.89,28
6,15,11.08,26,12.89,29
6,15,11.08,26,12.89,29
6,15,11.08,26,12.89,31
6,15,11.08,26,12.89,31
6,15,11.08,26,12.89,31
6,15,11.08,26,12.89,32
6,15,11.08,26,12.89,32
6,15,11.08,26,12.89,34
6,15,11.08,26,12.89,34
6,15,11.08,26,12.89,35
6,15,11.08,26,12.89,35
6,15,11.08,26,12.89,35
6,15,11.08,26,12.89,36
6,15,11.08,26,12.89,36
6,15,11.08,26,12.89,36
6,15,11.08,26,12.89,36
6,15,11.08,26,12.89,36
6,15,11.08,26,12.89,37
6,15,11.08,26,12.89,37
6,15,11.08,26,12.89,37
6,15,11.08,26,12.89,37
6,15,11.08,26,12.89,37
6,15,11.08,26,12.89,36
6,15,11.08,26,12.89,36
6,15,11.08,26,12.89,35
6,15,11.08,26,12.89,35
6,15,11.08,26,12.89,32
6,15,11.08,26,12.89,32
6,15,11.08,26,12.89,32
6.2,15,11.08,26,12.89,32
6.2,15,11.08,26,12.89,31
6.2,15,11.08,26,12.89,31
6.2,15,11.08,26,12.89,30
6.2,15,11.08,26,12.89,30
6.2,15,11.08,26,12.89,30
6.2,15,11.08,26,12.89,30
6.2,15,11.08,26,12.89,30
7,15,11.08,26,12.89,29
7,15,11.08,26,12.89,29
7,15,11.08,26,12.89,28
7,15,11.08,26,12.89,28
7,15,11.08,26,12.89,27
7,15,11.08,26,12.89,27
7,15,11.08,26,12.89,27
7,15,11.08,26,12.89,27
7,15,11.08,26,12.89,27
7,15,11.08,26,12.89,26
7,15,11.08,26,12.89,26
7,15,11.08,26,12.89,26
7,15,11.08,26,12.89,28
7,15,11.08,26,12.89,28
7.2,15,11.08,26,12.89,28
7.2,15,11.08,26,12.89,29
7.2,15,11.08,26,12.89,29
7.2,15,11.08,26,12.89,29
7.2,15,11.08,26,12.89,31
7.2,15,11.08,26,12.89,32
7,15.2,11.08,26,12.89,33
7,15.2,11.08,26,12.89,33
7.2,15.2,11.08,26,12.89,34
7.2,15.2,11.08,26,12.89,34
7.2,15.2,11.08,26,12.89,34
7.2,15.2,11.08,26,12.89,36
7.2,15.2,11.08,26,12.89,36
7.2,15.2,11.08,26,12.89,36
7.4,15.2,11.08,26,12.89,36
7.4,15.2,11.08,26,12.89,36
7.4,15.2,11.08,26,12.89,36
7.4,15.2,11.08,26,12.89,36
7.4,15.2,11.08,26,12.89,36
7.4,15.2,11.08,26,12.89,35
7.4,15.2,11.08,26,12.89,35
7.4,15.2,11.08,26,12.89,35
7.4,15.2,11.08,26,12.89,35
7.4,15.2,11.08,26,12.89,35
7.4,15.2,11.08,26,12.89,33
7.4,15.2,11.08,26,12.89,33
7.4,15.2,11.08,26,12.89,33
7.7,15,11.08,26,12.89,32
7.7,15,11.08,26,12.89,30
7.7,15,11.08,26,12.89,30
7.7,15,11.08,26,12.89,30
7.7,15,11.08,26,12.89,30
7.7,15,11.08,26,12.89,30
7.7,15,11.08,26,12.89,30
7.7,15,11.08,26,12.89,30
7.7,15,11.08,26,12.89,30
7.7,15,11.08,26,12.89,29
7.7,15,11.08,26,12.89,29
7.7,15,11.08,26,12.89,28
7.7,15,11.08,26,12.89,28
7.7,15,11.08,26,12.89,27
7.7,15,11.08,26,12.89,27
7.7,15,11.08,26,12.89,27
7.7,15,11.08,26,12.89,26
7.7,15,11.08,26,12.89,26
7.7,15,11.08,26,12.89,26
7.7,15,11.08,26,12.89,26
7.7,15,11.08,26,12.89,26
7.7,15,11.08,26,12.89,28
7.7,15,11.08,26,12.89,28
8,15,10.79,25,12.54,28
8,15,10.79,25,12.54,29
8,15,10.79,25,12.54,29
8,15,10.79,25,12.54,29
8,15,10.79,25,12.54,31
8,15,10.79,25,12.54,32
8,15,10.79,25,12.54,32
8,15,10.79,25,12.54,33
8,15,10.79,25,12.54,33
8,15,10.79,25,12.54,34
7.8,15,10.79,25,12.54,34
7.8,15,10.79,25,12.54,36
7.8,15,10.79,25,12.54,36
7.8,15,10.79,25,12.54,36
7.8,15,10.79,25,12.54,37
7.8,15,10.79,25,12.54,37
7.8,15,10.79,25,12.54,37
7.5,15,10.79,25,12.54,37
7.5,15,10.79,25,12.54,37
7.3,15,10.79,25,12.54,37
7.3,15,10.79,25,12.54,37
6.5,15,10.79,25,12.54,36
6.5,15,10.79,25,12.54,36
6.5,15,10.79,25,12.54,33
6.5,15,10.79,25,12.54,33
7,16,10.79,25,12.54,32
7,16,10.79,25,12.54,31
7,16,10.79,25,12.54,31
7,16,10.79,25,12.54,31
7.3,16,10.79,25,12.54,31
7.3,16,10.79,25,12.54,31
7.3,16,10.79,25,12.54,30
7.3,16,10.79,25,12.54,30
7,16,10.79,25,12.54,30
7,16,10.79,25,12.54,29
7,16,10.79,25,12.54,29
8,16,10.79,25,12.54,29
8,16,10.79,25,12.54,29
8,16,10.79,25,12.54,28
8.2,16,10.79,25,12.54,28
8.2,16,10.79,25,12.54,28
8.2,16,10.79,25,12.54,27
8.4,16,10.79,25,12.54,27
8.4,16,10.79,25,12.54,26
8.4,16,10.79,25,12.54,26
8.4,16,10.79,25,12.54,26
8.4,16,10.79,25,12.54,26
8.4,15,10.79,25,12.54,26
8.4,15,10.79,25,12.54,28
8.4,15,10.79,25,12.54,28
8.1,15,10.79,25,12.54,29
8.1,15,10.79,25,12.54,32
7.6,15,10.79,25,12.54,32
7.6,15,10.79,25,12.54,32
7.6,15,10.79,25,12.54,34
7.6,15,10.79,25,12.54,34
7.6,15,10.79,25,12.54,35
7.6,15,10.79,25,12.54,35
7.6,15,10.79,25,12.54,35
7.6,15,10.79,25,12.54,36
7.6,15,10.79,25,12.54,37
7.6,15,10.79,25,12.54,37
7.6,15,10.79,25,12.54,37
7.6,15,10.79,25,12.54,37
7.6,15,10.79,25,12.54,37
7.6,15,10.79,25,12.54,37
7.6,15,10.79,25,12.54,35
7.3,15,10.79,25,12.54,35
7.3,15,10.79,25,12.54,35
7.3,15,10.79,25,12.54,33
7.3,15,10.79,25,12.54,33
7,15,10.79,25,12.54,32
7,15,10.79,25,12.54,32
7,15,10.79,25,12.54,31
7,15,10.79,25,12.54,31
7,15,10.79,25,12.54,31
7,15,10.79,25,12.54,31
7,15,10.79,25,12.54,30
7,15,10.79,25,12.54,30
7,15,10.79,25,12.54,30
7,15,10.79,25,12.54,31
7,15,10.79,25,12.54,31
7,15,10.79,25,12.54,29
7,15,10.79,25,12.54,29
7,15,10.79,25,12.54,29
7,15,10.79,25,12.54,29
7,15,10.79,25,12.54,29
7,15,10.79,25,12.54,28
7,15,10.79,25,12.54,28
7,15,10.79,25,12.54,28
7,15,10.79,25,12.54,27
7,15,10.79,25,12.54,26
7,15,10.79,25,12.54,26
7,15,10.79,25,12.54,26
