ABC,Water,SMBS,Gluten%,SV ml,Moisture,Datetime
5.7,16,130,11.22,28,12.81,2023-04-29:00
5.7,16,130,11.22,28,12.81,2023-04-29:00
5.7,16,130,11.22,28,12.81,2023-04-29:01
5.7,16,130,11.22,28,12.81,2023-04-29:01
5.7,16,130,11.22,28,12.81,2023-04-29:02
5.7,16,130,11.22,28,12.81,2023-04-29:02
5.7,16,130,11.22,28,12.81,2023-04-29:03
5.7,16,130,11.22,28,12.81,2023-04-29:04
5.7,16,130,11.22,28,12.81,2023-04-29:04
5.7,16,130,11.22,28,12.81,2023-04-29:05
5.7,16,130,11.22,28,12.81,2023-04-29:05
5.7,16,130,11.22,28,12.81,2023-04-29:06
5.7,16,140,11.22,28,12.81,2023-04-30:08
5.7,16,140,11.22,28,12.81,2023-04-30:08
5.7,16,140,11.22,28,12.81,2023-04-30:08
5.7,16,140,11.22,28,12.81,2023-04-30:09
5.7,16,140,11.22,28,12.81,2023-04-30:09
5.7,16,140,11.22,28,12.81,2023-04-30:10
5.7,16,140,11.22,28,12.81,2023-04-30:11
5.7,16,140,11.22,28,12.81,2023-04-30:11
5.7,16,140,11.22,28,12.81,2023-04-30:11
5.3,16,140,11.22,28,12.81,2023-04-30:11
5.3,16,140,11.22,28,12.81,2023-04-30:11
5.3,16,140,11.22,28,12.81,2023-04-30:12
5.3,16,140,11.22,28,12.81,2023-04-30:12
5.8,16,140,11.22,28,12.81,2023-04-30:13
5.8,16,140,11.22,28,12.81,2023-04-30:13
5.8,16,140,11.22,28,12.81,2023-04-30:13
5.9,16,140,11.22,28,12.81,2023-04-30:14
5.9,16,140,11.22,28,12.81,2023-04-30:15
5.9,16,140,11.22,28,12.81,2023-04-30:15
5.9,16,140,11.22,28,12.81,2023-04-30:16
6,16,140,11.22,28,12.81,2023-05-02:16
6,16,140,11.22,28,12.81,2023-05-02:16
5.7,16,140,11.22,28,12.81,2023-05-02:17
5.7,16,140,11.22,28,12.81,2023-05-02:17
5.7,16,140,11.22,28,12.81,2023-05-02:18
5.7,18,140,11.22,28,12.81,2023-05-02:20
5.7,18,140,11.22,28,12.81,2023-05-02:20
5.7,18,140,11.22,28,12.81,2023-05-02:21
5.7,18,140,11.22,28,12.81,2023-05-02:21
5.7,18,140,11.22,28,12.81,2023-05-02:22
5.7,18,140,11.22,28,12.81,2023-05-02:23
5.7,18,140,11.22,28,12.81,2023-05-02:23
5.7,18,140,11.22,28,12.81,2023-05-02:00
5.7,18,140,11.22,28,12.81,2023-05-02:00
5.7,18,140,11.22,28,12.81,2023-05-02:00
5.7,18,140,11.22,28,12.81,2023-05-02:01
5.7,18,140,11.22,28,12.81,2023-05-02:01
5.7,18,140,11.22,28,12.81,2023-05-02:02
5.7,18,140,11.22,28,12.81,2023-05-02:02
5.7,18,140,11.22,28,12.81,2023-05-02:03
5.7,18,140,11.22,28,12.81,2023-05-02:03
5.7,18,140,11.22,28,12.81,2023-05-02:04
5.7,18,140,11.22,28,12.81,2023-05-02:04
5.7,18,140,11.22,28,12.81,2023-05-02:05
5.7,18,140,11.22,28,12.81,2023-05-02:05
5.7,18,140,11.22,28,12.81,2023-05-02:06
4.7,18,140,11.22,28,12.81,2023-05-03:07
4.7,18,140,11.22,28,12.81,2023-05-03:07
4.7,18,140,11.22,28,12.81,2023-05-03:08
4.7,18,140,11.22,28,12.81,2023-05-03:08
4.7,18,140,11.22,28,12.81,2023-05-03:08
4.7,18,140,11.22,28,12.81,2023-05-03:09
4.7,18,140,11.22,28,12.81,2023-05-03:09
4.7,18,140,11.22,28,12.81,2023-05-03:09
4.7,18,140,11.22,28,12.81,2023-05-03:12
4.7,18,140,11.22,28,12.81,2023-05-03:12
4.7,18,140,11.22,28,12.81,2023-05-03:12
4.7,18,140,11.22,28,12.81,2023-05-03:13
4.7,18,140,11.22,28,12.81,2023-05-03:13
4.7,18,140,11.22,28,12.81,2023-05-03:14
4.5,18,140,11.22,28,12.81,2023-05-03:14
4.5,18,140,11.22,28,12.81,2023-05-03:15
4.5,18,140,11.22,28,12.81,2023-05-03:15
4.5,18,140,11.22,28,12.81,2023-05-03:15
4.5,18,140,11.22,28,12.81,2023-05-03:17
4.5,18,140,11.22,28,12.81,2023-05-03:17
4.5,18,140,11.22,28,12.81,2023-05-03:18
4.5,20,140,11.22,28,12.81,2023-05-03:20
4.5,20,140,11.22,28,12.81,2023-05-03:21
4.5,20,140,11.22,28,12.81,2023-05-03:21
4.5,20,140,11.22,28,12.81,2023-05-03:22
4.5,20,140,11.22,28,12.81,2023-05-03:22
4.5,20,140,11.22,28,12.81,2023-05-03:23
4.5,20,140,11.22,28,12.81,2023-05-03:23
4.5,20,140,11.22,28,12.81,2023-05-03:00
4.5,20,140,11.22,28,12.81,2023-05-03:00
4.5,20,140,11.22,28,12.81,2023-05-03:01
4.5,20,140,11.22,28,12.81,2023-05-03:01
4.5,20,140,11.22,28,12.81,2023-05-03:02
4.5,20,140,11.22,28,12.81,2023-05-03:02
4.5,20,140,11.22,28,12.81,2023-05-03:03
4.5,20,140,11.22,28,12.81,2023-05-03:03
4.5,20,140,11.22,28,12.81,2023-05-03:04
4.5,20,140,11.22,28,12.81,2023-05-03:04
4.5,20,140,11.22,28,12.81,2023-05-03:05
4.5,20,140,11.22,28,12.81,2023-05-03:05
4.5,20,140,11.22,28,12.81,2023-05-03:06
4.5,20,140,11.22,28,12.81,2023-05-03:06
4.5,19,130,11.22,28,12.81,2023-05-04:07
4.5,19,130,11.22,28,12.81,2023-05-04:07
4.5,19,130,11.22,28,12.81,2023-05-04:08
4.5,19,130,11.22,28,12.81,2023-05-04:09
4.5,19,130,11.22,28,12.81,2023-05-04:09
4.5,19,130,11.22,28,12.81,2023-05-04:10
4.5,19,130,11.22,28,12.81,2023-05-04:10
4.5,19,130,11.22,28,12.81,2023-05-04:10
4.5,19,130,11.22,28,12.81,2023-05-04:11
4.5,19,130,11.22,28,12.81,2023-05-04:12
4.5,19,130,11.22,28,12.81,2023-05-04:13
4.5,19,130,11.22,28,12.81,2023-05-04:13
4.5,19,130,11.22,28,12.81,2023-05-04:14
4.5,19,130,11.22,28,12.81,2023-05-04:14
4.3,19,130,11.22,28,12.81,2023-05-04:15
4.3,19,130,11.22,28,12.81,2023-05-04:15
4.3,19,130,11.22,28,12.81,2023-05-04:16
4.3,19,130,11.22,28,12.81,2023-05-04:17
4.3,19,130,11.22,28,12.81,2023-05-04:17
4.7,17,130,11,28,12.41,2023-05-05:19
4.7,17,130,11,28,12.41,2023-05-05:19
4.7,17,130,11,28,12.41,2023-05-05:20
4.7,17,130,11,28,12.41,2023-05-05:20
4.7,17,130,11,28,12.41,2023-05-05:09
4.7,17,130,11,28,12.41,2023-05-05:10
4.7,17,130,11,28,12.41,2023-05-05:10
4.5,17,130,11,28,12.41,2023-05-05:11
4.5,17,130,11,28,12.41,2023-05-05:11
4.5,17,130,11,28,12.41,2023-05-05:12
4.5,17,130,11,28,12.41,2023-05-05:12
4.5,17,130,11,28,12.41,2023-05-05:13
4.2,17,130,11,28,12.41,2023-05-05:13
4.2,17,130,11,28,12.41,2023-05-05:14
4.2,17,130,11,28,12.41,2023-05-05:14
4,17,130,11,28,12.41,2023-05-05:15
4,17,130,11,28,12.41,2023-05-05:15
4,17,130,11,28,12.41,2023-05-05:15
4,17,130,11,28,12.41,2023-05-05:16
4,17,130,11,28,12.41,2023-05-05:17
4,17,130,11,28,12.41,2023-05-05:17
4,14,130,10.51,25,12.86,2023-05-06:07
4,14,130,10.51,25,12.86,2023-05-06:07
4,14,130,10.51,25,12.86,2023-05-06:08
4,14,130,10.51,25,12.86,2023-05-06:08
4,15,130,10.51,25,12.86,2023-05-06:09
4,15,130,10.51,25,12.86,2023-05-06:09
4,15,130,10.51,25,12.86,2023-05-06:10
4,14,150,10.51,25,12.86,2023-05-06:10
4,13,150,10.51,25,12.86,2023-05-06:11
4,13,150,10.51,25,12.86,2023-05-06:12
4,12,130,10.51,25,12.86,2023-05-06:14
4,12,130,10.51,25,12.86,2023-05-06:14
4,12,130,10.51,25,12.86,2023-05-06:16
4,12,130,10.51,25,12.86,2023-05-06:17
4,12,130,10.51,25,12.86,2023-05-06:17
4,12,130,10.51,25,12.86,2023-05-06:18
4,12,130,10.51,25,12.86,2023-05-06:18
4,12,130,10.51,25,12.86,2023-05-08:07
4,12,130,10.51,25,12.86,2023-05-08:07
4,12,120,10.51,25,12.86,2023-05-08:08
4,12,120,10.51,25,12.86,2023-05-08:08
4,12,120,10.51,25,12.86,2023-05-08:09
3.8,12,120,10.51,25,12.86,2023-05-08:10
3.8,12,120,10.51,25,12.86,2023-05-08:11
3.8,12,120,10.51,25,12.86,2023-05-08:11
3.8,12,120,10.51,25,12.86,2023-05-08:11
3.5,12,120,10.51,25,12.86,2023-05-08:12
3.5,12,120,10.51,25,12.86,2023-05-08:12
3.5,12,110,10.51,25,12.86,2023-05-08:13
3.3,10,110,10.51,25,12.86,2023-05-08:13
3.3,10,110,10.51,25,12.86,2023-05-08:13
3.3,10,110,10.51,25,12.86,2023-05-08:14
3.3,10,110,10.51,25,12.86,2023-05-08:14
3.3,10,110,10.51,25,12.86,2023-05-08:15
3.6,10,110,10.51,25,12.86,2023-05-08:15
3.6,10,110,10.51,25,12.86,2023-05-08:16
3.6,10,110,10.51,25,12.86,2023-05-08:17
3.6,10,110,10.51,25,12.86,2023-05-08:17
3.6,10,110,10.51,25,12.86,2023-05-08:18
3.6,10,110,10.51,25,12.86,2023-05-08:18
3.8,10,100,10.51,25,12.86,2023-05-08:19
3.8,10,100,10.51,25,12.86,2023-05-08:20
3.8,10,100,10.51,25,12.86,2023-05-08:20
3.8,10,100,10.51,25,12.86,2023-05-08:21
3.8,10,100,10.51,25,12.86,2023-05-08:22
3.8,10,100,10.51,25,12.86,2023-05-08:22
3.8,10,100,10.51,25,12.86,2023-05-08:23
3.8,10,100,10.51,25,12.86,2023-05-08:23
3.8,10,100,10.51,25,12.86,2023-05-08:00
3.8,10,100,10.51,25,12.86,2023-05-08:01
3.8,10,100,10.51,25,12.86,2023-05-08:01
3.8,10,100,10.51,25,12.86,2023-05-08:01
3.8,10,100,10.51,25,12.86,2023-05-08:02
3.8,10,100,10.51,25,12.86,2023-05-08:02
3.8,10,100,10.51,25,12.86,2023-05-08:03
3.8,10,100,10.51,25,12.86,2023-05-08:03
3.8,10,100,10.51,25,12.86,2023-05-08:04
3.8,10,100,10.51,25,12.86,2023-05-08:04
3.8,10,100,10.51,25,12.86,2023-05-08:05
3.8,9,100,10.51,25,12.86,2023-05-09:06
3.8,9,100,10.51,25,12.86,2023-05-09:07
3.8,9,100,10.51,25,12.86,2023-05-09:07
4,9,100,10.51,25,12.86,2023-05-09:08
4,9,100,10.51,25,12.86,2023-05-09:09
4,9,100,10.51,25,12.86,2023-05-09:09
4,9,100,10.51,25,12.86,2023-05-09:10
4,9,100,10.51,25,12.86,2023-05-09:11
4,9,100,10.51,25,12.86,2023-05-09:12
4,9,100,10.51,25,12.86,2023-05-09:12
4,9,100,10.51,25,12.86,2023-05-09:13
4,9,100,10.51,25,12.86,2023-05-09:13
4,9,100,10.51,25,12.86,2023-05-09:14
4,9,100,10.51,25,12.86,2023-05-09:14
4,9,100,10.51,25,12.86,2023-05-09:15
4,9,100,10.51,25,12.86,2023-05-09:16
4,9,100,10.51,25,12.86,2023-05-09:17
3.8,11,140,10.51,25,12.86,2023-05-15:08
3.8,11,140,10.51,25,12.86,2023-05-15:09
3.8,11,140,10.51,25,12.86,2023-05-15:09
3.8,11,140,10.51,25,12.86,2023-05-15:09
3.5,12,140,10.51,25,12.86,2023-05-15:10
3.5,12,140,10.51,25,12.86,2023-05-15:11
3.5,12,140,10.51,25,12.86,2023-05-15:11
3.5,12,140,10.51,25,12.86,2023-05-15:11
3.5,12,140,10.51,25,12.86,2023-05-15:12
3.5,12,140,10.51,25,12.86,2023-05-15:12
3.5,12,140,10.51,25,12.86,2023-05-15:13
3.5,12,140,10.51,25,12.86,2023-05-15:13
3.5,12,140,10.51,25,12.86,2023-05-15:14
3.5,12,140,10.51,25,12.86,2023-05-15:14
3.5,12,140,10.51,25,12.86,2023-05-15:14
3.5,12,140,10.51,25,12.86,2023-05-15:15
3.5,12,140,10.51,25,12.86,2023-05-15:15
3.5,12,140,10.51,25,12.86,2023-05-15:15
3.5,12,140,10.51,25,12.86,2023-05-15:16
3.5,12,140,10.51,25,12.86,2023-05-15:16
3.5,12,140,10.51,25,12.86,2023-05-15:16
3.5,12,140,10.51,25,12.86,2023-05-15:17
3.5,12,140,10.51,25,12.86,2023-05-15:17
3.5,12,140,10.51,25,12.86,2023-05-15:18
3.5,12,140,10.51,25,12.86,2023-05-15:19
3.5,12,140,10.51,25,12.86,2023-05-15:20
3.5,12,140,10.51,25,12.86,2023-05-15:20
3.5,12,140,10.51,25,12.86,2023-05-15:21
3.5,12,140,10.51,25,12.86,2023-05-15:21
3.5,12,140,10.51,25,12.86,2023-05-15:22
3.5,12,140,10.51,25,12.86,2023-05-15:22
3.5,12,140,10.51,25,12.86,2023-05-15:22
3.5,12,140,10.51,25,12.86,2023-05-15:22
3.5,12,140,10.51,25,12.86,2023-05-15:23
3.5,12,140,10.51,25,12.86,2023-05-15:23
3.5,12,140,10.51,25,12.86,2023-05-15:23
3.5,12,140,10.51,25,12.86,2023-05-15:00
3.5,12,140,10.51,25,12.86,2023-05-15:00
3.5,12,140,10.51,25,12.86,2023-05-15:00
3.5,12,140,10.51,25,12.86,2023-05-15:01
3.5,12,140,10.51,25,12.86,2023-05-15:01
3.5,12,140,10.51,25,12.86,2023-05-15:01
3.5,12,140,10.51,25,12.86,2023-05-15:01
3.5,12,140,10.51,25,12.86,2023-05-15:02
3.5,12,140,10.51,25,12.86,2023-05-15:02
3.5,12,140,10.51,25,12.86,2023-05-15:03
3.5,12,140,10.51,25,12.86,2023-05-15:03
3.5,12,140,10.51,25,12.86,2023-05-15:04
3.5,12,140,10.51,25,12.86,2023-05-15:05
3.5,11,14,10.51,25,12.86,2023-05-16:07
3.5,11,14,10.51,25,12.86,2023-05-16:07
3.5,11,14,10.51,25,12.86,2023-05-16:07
3.5,11,14,10.51,25,12.86,2023-05-16:08
3.5,11,14,10.51,25,12.86,2023-05-16:09
3.5,12,14,10.51,25,12.86,2023-05-16:09
3.5,12,14,10.51,25,12.86,2023-05-16:09
3.5,12,14,10.51,25,12.86,2023-05-16:10
3.5,12,14,10.51,25,12.86,2023-05-16:10
3.5,12,14,10.51,25,12.86,2023-05-16:10
3.5,12,14,10.51,25,12.86,2023-05-16:11
3.5,12,14,10.51,25,12.86,2023-05-16:11
3.5,12,14,10.51,25,12.86,2023-05-16:11
3.5,12,14,10.51,25,12.86,2023-05-16:12
3.5,12,14,10.51,25,12.86,2023-05-16:12
3.5,12,14,10.51,25,12.86,2023-05-16:13
3.5,12,14,10.51,25,12.86,2023-05-16:13
3.5,12,14,10.51,25,12.86,2023-05-16:13
3.5,12,14,10.51,25,12.86,2023-05-16:14
3.5,12,14,10.51,25,12.86,2023-05-16:14
3.5,12,14,10.51,25,12.86,2023-05-16:15
3.5,12,14,10.51,25,12.86,2023-05-16:15
3.5,12,14,10.51,25,12.86,2023-05-16:15
3.5,12,14,10.51,25,12.86,2023-05-16:16
3.5,12,14,10.51,25,12.86,2023-05-16:16
3.5,12,14,10.51,25,12.86,2023-05-16:17
3.5,12,14,10.51,25,12.86,2023-05-16:17
3.5,12,14,10.51,25,12.86,2023-05-16:17
3.5,12,14,10.51,25,12.86,2023-05-16:18
3.3,10,14,10.51,25,12.86,2023-05-16:20
3.3,10,14,10.51,25,12.86,2023-05-16:20
3.3,10,14,10.51,25,12.86,2023-05-16:21
3.3,10,14,10.51,25,12.86,2023-05-16:21
3.6,10,14,10.51,25,12.86,2023-05-16:21
3.6,10,14,10.51,25,12.86,2023-05-16:22
3.6,10,14,10.51,25,12.86,2023-05-16:22
3.6,10,14,10.51,25,12.86,2023-05-16:23
3.6,10,14,10.51,25,12.86,2023-05-16:23
3.6,10,14,10.51,25,12.86,2023-05-16:00
3.6,10,14,10.51,25,12.86,2023-05-16:00
4,10,14,10.51,25,12.86,2023-05-16:01
4,10,14,10.51,25,12.86,2023-05-16:01
4,10,14,10.51,25,12.86,2023-05-16:02
4,10,14,10.51,25,12.86,2023-05-16:02
4,10,14,10.51,25,12.86,2023-05-16:02
4,10,14,10.51,25,12.86,2023-05-16:03
4.5,10,14,10.51,25,12.86,2023-05-16:03
4.5,10,14,10.51,25,12.86,2023-05-16:03
4.5,10,14,10.51,25,12.86,2023-05-16:04
4.5,10,14,10.51,25,12.86,2023-05-16:04
4.5,10,14,10.51,25,12.86,2023-05-16:05
4.5,10,14,10.51,25,12.86,2023-05-16:05
4.5,10,14,10.51,25,12.86,2023-05-16:06
4.5,12,14,11.07,25,12.71,2023-05-17:07
4.5,12,14,11.07,25,12.71,2023-05-17:07
4.5,12,14,11.07,25,12.71,2023-05-17:08
4.5,12,14,11.07,25,12.71,2023-05-17:08
4.5,12,14,11.07,25,12.71,2023-05-17:09
4.5,12,14,11.07,25,12.71,2023-05-17:09
4.5,12,14,11.07,25,12.71,2023-05-17:09
4.5,12,14,11.07,25,12.71,2023-05-17:10
4.5,12,14,11.07,25,12.71,2023-05-17:10
4.5,12,14,11.07,25,12.71,2023-05-17:11
4.5,12,14,11.07,25,12.71,2023-05-17:11
4.3,12,14,11.07,25,12.71,2023-05-17:11
4.3,12,14,11.07,25,12.71,2023-05-17:12
4.4,12,14,11.07,25,12.71,2023-05-17:12
4.4,12,14,11.07,25,12.71,2023-05-17:13
4.4,12,14,11.07,25,12.71,2023-05-17:13
4.4,12,14,11.07,25,12.71,2023-05-17:14
4.6,12,14,11.07,25,12.71,2023-05-17:14
4.6,12,14,11.07,25,12.71,2023-05-17:14
4.6,12,14,11.07,25,12.71,2023-05-17:15
4.6,12,14,11.07,25,12.71,2023-05-17:15
4.6,12,14,11.07,25,12.71,2023-05-17:16
4.6,12,14,11.07,25,12.71,2023-05-17:16
4.8,12,14,11.07,25,12.71,2023-05-17:17
4.8,12,14,11.07,25,12.71,2023-05-17:17
4.8,12,14,11.07,25,12.71,2023-05-17:17
4.8,12,14,11.07,25,12.71,2023-05-17:18
4.5,12,14,11.07,25,12.71,2023-05-17:19
4.5,12,14,11.07,25,12.71,2023-05-17:19
4.5,12,14,11.07,25,12.71,2023-05-17:20
4.5,12,14,11.07,25,12.71,2023-05-17:20
4.5,12,14,11.07,25,12.71,2023-05-17:20
4.5,12,14,11.07,25,12.71,2023-05-17:20
4.5,12,14,11.07,25,12.71,2023-05-17:21
4.5,12,14,11.07,25,12.71,2023-05-17:21
4.5,12,14,11.07,25,12.71,2023-05-17:22
4.5,12,14,11.07,25,12.71,2023-05-17:22
4.5,12,14,11.07,25,12.71,2023-05-17:22
4.5,12,14,11.07,25,12.71,2023-05-17:23
4.5,12,14,11.07,25,12.71,2023-05-17:23
4.5,12,14,11.07,25,12.71,2023-05-17:00
4.5,12,14,11.07,25,12.71,2023-05-17:00
4.5,12,14,11.07,25,12.71,2023-05-17:01
4.5,12,14,11.07,25,12.71,2023-05-17:01
4.5,12,14,11.07,25,12.71,2023-05-17:01
4.5,12,14,11.07,25,12.71,2023-05-17:02
4.5,12,14,11.07,25,12.71,2023-05-17:02
4.5,12,14,11.07,25,12.71,2023-05-17:02
4.5,12,14,11.07,25,12.71,2023-05-17:03
4.5,12,14,11.07,25,12.71,2023-05-17:03
4.5,12,14,11.07,25,12.71,2023-05-17:03
4.5,12,14,11.07,25,12.71,2023-05-17:04
4.5,12,14,11.07,25,12.71,2023-05-17:06
4.5,12,14,11.07,25,12.71,2023-05-17:06
4.5,12,14,11.07,25,12.71,2023-05-17:07
5.5,12,12,11.16,25,12.61,2023-05-18:07
5.5,12,12,11.16,25,12.61,2023-05-18:07
5.5,12,12,11.16,25,12.61,2023-05-18:07
5.5,12,12,11.16,25,12.61,2023-05-18:08
5.5,12,12,11.16,25,12.61,2023-05-18:08
5.5,12,12,11.16,25,12.61,2023-05-18:09
5.5,12,12,11.16,25,12.61,2023-05-18:09
5.5,12,12,11.16,25,12.61,2023-05-18:10
5.8,12,12,11.16,25,12.61,2023-05-18:10
5.8,12,12,11.16,25,12.61,2023-05-18:10
5.8,12,12,11.16,25,12.61,2023-05-18:11
5.8,12,12,11.16,25,12.61,2023-05-18:11
5.8,12,12,11.16,25,12.61,2023-05-18:12
5.8,12,12,11.16,25,12.61,2023-05-18:12
5.8,12,13,11.16,25,12.61,2023-05-18:13
5.8,12,13,11.16,25,12.61,2023-05-18:13
5.8,12,13,11.16,25,12.61,2023-05-18:13
5.8,12,13,11.16,25,12.61,2023-05-18:14
5.8,12,13,11.16,25,12.61,2023-05-18:14
5.8,12,13,11.16,25,12.61,2023-05-18:15
5.8,13,13,11.16,25,12.61,2023-05-18:15
5.8,13,13,11.16,25,12.61,2023-05-18:16
5.8,13,13,11.16,25,12.61,2023-05-18:16
5.8,13,13,11.16,25,12.61,2023-05-18:17
5.8,13,13,11.16,25,12.61,2023-05-18:17
5.8,13,13,11.16,25,12.61,2023-05-18:18
5.8,13,13,11.16,25,12.61,2023-05-18:18
5.5,14,12,11.16,25,12.61,2023-05-19:07
5.5,14,12,11.16,25,12.61,2023-05-19:07
5.5,14,12,11.16,25,12.61,2023-05-19:07
5.5,14,12,11.16,25,12.61,2023-05-19:07
5.5,14,12,11.16,25,12.61,2023-05-19:08
5.5,14,12,11.16,25,12.61,2023-05-19:08
5.5,14,12,11.16,25,12.61,2023-05-19:09
5.5,14,12,11.16,25,12.61,2023-05-19:09
5.5,14,12,11.16,25,12.61,2023-05-19:10
5.5,14,12,11.16,25,12.61,2023-05-19:10
5.5,14,12,11.16,25,12.61,2023-05-19:11
5.5,14,12,11.16,25,12.61,2023-05-19:11
5.5,14,12,11.16,25,12.61,2023-05-19:12
5.5,14,12,11.16,25,12.61,2023-05-19:12
5.5,14,12,11.16,25,12.61,2023-05-19:13
5.5,14,12,11.16,25,12.61,2023-05-19:13
5.5,14,12,11.16,25,12.61,2023-05-19:13
5.5,14,12,11.16,25,12.61,2023-05-19:14
5.5,14,12,11.16,25,12.61,2023-05-19:15
5.5,14,12,11.16,25,12.61,2023-05-19:15
5.5,14,12,11.16,25,12.61,2023-05-19:15
5.5,14,12,11.16,25,12.61,2023-05-19:16
5.5,14,12,11.16,25,12.61,2023-05-19:16
5.5,14,12,11.16,25,12.61,2023-05-19:17
5.5,14,12,11.16,25,12.61,2023-05-19:17
5.5,14,12,11.16,25,12.61,2023-05-19:18
5.5,14,12,11.16,25,12.61,2023-05-19:18
5.5,14,12,11.16,25,12.61,2023-05-19:19
4.7,12,12,11.16,25,12.61,2023-05-20:07
4.7,12,12,11.16,25,12.61,2023-05-20:08
4.7,12,12,11.16,25,12.61,2023-05-20:08
4.7,12,12,11.16,25,12.61,2023-05-20:08
4.7,12,12,11.16,25,12.61,2023-05-20:09
4.7,12,12,11.16,25,12.61,2023-05-20:09
4.7,12,12,11.16,25,12.61,2023-05-20:10
4.7,12,12,11.16,25,12.61,2023-05-20:10
4.7,12,12,11.16,25,12.61,2023-05-20:10
4.7,12,12,11.16,25,12.61,2023-05-20:11
4.7,12,12,11.16,25,12.61,2023-05-20:11
4.7,12,12,11.16,25,12.61,2023-05-20:12
4.8,12,12,11.16,25,12.61,2023-05-20:12
4.8,12,12,11.16,25,12.61,2023-05-20:12
4.8,12,12,11.16,25,12.61,2023-05-20:13
4.8,12,12,11.16,25,12.61,2023-05-20:14
4.8,12,12,11.16,25,12.61,2023-05-20:14
4.8,12,12,11.16,25,12.61,2023-05-20:14
4.8,12,12,11.16,25,12.61,2023-05-20:15
4.8,12,12,11.16,25,12.61,2023-05-20:15
4.8,12,12,11.16,25,12.61,2023-05-20:15
4.9,12,12,11.16,25,12.61,2023-05-20:16
4.9,12,12,11.16,25,12.61,2023-05-20:16
4.9,12,12,11.16,25,12.61,2023-05-20:17
4.9,12,12,11.16,25,12.61,2023-05-20:17
4.9,12,12,11.16,25,12.61,2023-05-20:18
4.9,12,12,11.16,25,12.61,2023-05-20:18
4.9,12,12,11.16,25,12.61,2023-05-20:19
4.9,12,12,11.16,25,12.61,2023-05-20:20
4.9,12,12,11.16,25,12.61,2023-05-20:20
4.9,12,12,11.16,25,12.61,2023-05-20:20
4.9,12,12,11.16,25,12.61,2023-05-20:21
4.9,12,12,11.16,25,12.61,2023-05-20:21
4.9,12,12,11.16,25,12.61,2023-05-20:22
4.9,12,12,11.16,25,12.61,2023-05-20:22
4.9,12,12,11.16,25,12.61,2023-05-20:22
4.9,12,12,11.16,25,12.61,2023-05-20:23
4.9,12,12,11.16,25,12.61,2023-05-20:23
4.9,12,12,11.16,25,12.61,2023-05-20:23
4.9,12,12,11.16,25,12.61,2023-05-20:23
4.9,12,12,11.16,25,12.61,2023-05-20:00
4.9,12,12,11.16,25,12.61,2023-05-20:00
4.9,12,12,11.16,25,12.61,2023-05-20:01
4.9,12,12,11.16,25,12.61,2023-05-20:01
4.9,12,12,11.16,25,12.61,2023-05-20:02
4.9,12,12,11.16,25,12.61,2023-05-20:02
4.9,12,12,11.16,25,12.61,2023-05-20:02
4.9,12,12,11.16,25,12.61,2023-05-20:03
4.9,12,12,11.16,25,12.61,2023-05-20:03
4.9,12,12,11.16,25,12.61,2023-05-20:04
4.9,12,12,11.16,25,12.61,2023-05-20:04
4.9,12,12,11.16,25,12.61,2023-05-20:04
4.9,12,12,11.16,25,12.61,2023-05-20:05
4.9,12,12,11.16,25,12.61,2023-05-20:06
5.5,12,13,11.08,27,12.73,2023-05-21:06
5.5,12,13,11.08,27,12.73,2023-05-21:07
5.5,12,13,11.08,27,12.73,2023-05-21:07
5.5,12,13,11.08,27,12.73,2023-05-21:07
5.5,12,13,11.08,27,12.73,2023-05-21:08
5.5,12,13,11.08,27,12.73,2023-05-21:08
5.5,12,13,11.08,27,12.73,2023-05-21:08
5.5,12,13,11.08,27,12.73,2023-05-21:09
