ABC,Water,SMBS,Gluten%,SV ml,Moisture,Datetime
5.5,12,13,11.08,27,12.73,2023-05-21:10
5.5,12,13,11.08,27,12.73,2023-05-21:11
5.5,12,13,11.08,27,12.73,2023-05-21:11
5.5,12,13,11.08,27,12.73,2023-05-21:11
5.5,12,13,11.08,27,12.73,2023-05-21:12
5.5,12,13,11.08,27,12.73,2023-05-21:12
5.5,12,13,11.08,27,12.73,2023-05-21:13
5.5,12,13,11.08,27,12.73,2023-05-21:13
5.5,12,13,11.08,27,12.73,2023-05-21:13
5.5,12,13,11.08,27,12.73,2023-05-21:14
5.5,12,13,11.08,27,12.73,2023-05-21:14
5.5,12,13,11.08,27,12.73,2023-05-21:15
5.5,12,13,11.08,27,12.73,2023-05-21:15
5.5,12,13,11.08,27,12.73,2023-05-21:16
4.6,13,11,10.66,25,12.93,2023-05-22:07
4.6,13,11,10.66,25,12.93,2023-05-22:07
4.6,13,11,10.66,25,12.93,2023-05-22:07
4.6,13,11,10.66,25,12.93,2023-05-22:08
4.6,13,11,10.66,25,12.93,2023-05-22:08
4.6,13,11,10.66,25,12.93,2023-05-22:09
4.6,13,11,10.66,25,12.93,2023-05-22:09
4.6,13,11,10.66,25,12.93,2023-05-22:10
4.6,13,11,10.66,25,12.93,2023-05-22:10
4.6,13,11,10.66,25,12.93,2023-05-22:10
4.6,13,11,10.66,25,12.93,2023-05-22:11
4.6,13,11,10.66,25,12.93,2023-05-22:11
4.6,13,11,10.66,25,12.93,2023-05-22:12
4.6,13,11,10.66,25,12.93,2023-05-22:12
4.6,13,11,10.66,25,12.93,2023-05-22:12
4.6,13,11,10.66,25,12.93,2023-05-22:13
4.6,13,11,10.66,25,12.93,2023-05-22:13
4.6,13,11,10.66,25,12.93,2023-05-22:14
4.6,13,11,10.66,25,12.93,2023-05-22:14
4.6,13,11,10.66,25,12.93,2023-05-22:15
4.6,13,11,10.66,25,12.93,2023-05-22:17
4.6,13,11,10.66,25,12.93,2023-05-22:17
4.6,13,11,10.66,25,12.93,2023-05-22:17
4.6,13,11,10.66,25,12.93,2023-05-22:18
4.6,13,11,10.66,25,12.93,2023-05-22:18
4.6,13,11,10.66,25,12.93,2023-05-22:19
5.3,14,13,11.12,26,12.89,2023-05-22:18
5.3,14,13,11.12,26,12.89,2023-05-22:19
5.3,14,13,11.12,26,12.89,2023-05-22:20
5.3,14,13,11.12,26,12.89,2023-05-22:20
5.3,14,13,11.12,26,12.89,2023-05-22:21
5.3,14,13,11.12,26,12.89,2023-05-22:21
5.3,14,13,11.12,26,12.89,2023-05-22:21
5.3,14,13,11.12,26,12.89,2023-05-22:22
5.5,14,13,11.12,26,12.89,2023-05-22:22
5.5,14,13,11.12,26,12.89,2023-05-22:23
5.5,14,13,11.12,26,12.89,2023-05-22:23
5.5,14,13,11.12,26,12.89,2023-05-22:23
5.5,14,13,11.12,26,12.89,2023-05-22:00
5.5,14,13,11.12,26,12.89,2023-05-22:00
5.5,14,13,11.12,26,12.89,2023-05-22:00
5.5,14,13,11.12,26,12.89,2023-05-22:01
5.5,14,13,11.12,26,12.89,2023-05-22:01
5.5,14,13,11.12,26,12.89,2023-05-22:02
5.5,14,13,11.12,26,12.89,2023-05-22:02
5.5,14,13,11.12,26,12.89,2023-05-22:02
5.5,14,13,11.12,26,12.89,2023-05-22:03
6.3,14,13,11.12,26,12.89,2023-05-22:03
6.3,14,13,11.12,26,12.89,2023-05-22:04
6.3,14,13,11.12,26,12.89,2023-05-22:04
6.3,14,13,11.12,26,12.89,2023-05-22:04
6.3,14,13,11.12,26,12.89,2023-05-22:05
6.3,14,13,11.12,26,12.89,2023-05-22:05
6.3,14,13,11.12,26,12.89,2023-05-22:05
5.3,14,15,11.12,26,12.89,2023-05-23:07
5.3,14,15,11.12,26,12.89,2023-05-23:07
5.3,14,15,11.12,26,12.89,2023-05-23:08
5.3,14,15,11.12,26,12.89,2023-05-23:08
5.3,14,15,11.12,26,12.89,2023-05-23:09
5.3,14,15,11.12,26,12.89,2023-05-23:09
5.3,14,15,11.12,26,12.89,2023-05-23:09
5.3,14,15,11.12,26,12.89,2023-05-23:10
5.3,14,15,11.12,26,12.89,2023-05-23:10
5.3,14,15,11.12,26,12.89,2023-05-23:11
5.3,14,15,11.12,26,12.89,2023-05-23:11
5.3,14,15,11.12,26,12.89,2023-05-23:11
5.3,14,15,11.12,26,12.89,2023-05-23:12
5.3,14,15,11.12,26,12.89,2023-05-23:12
5.3,14,15,11.12,26,12.89,2023-05-23:13
5.3,14,15,11.12,26,12.89,2023-05-23:14
5.3,14,15,11.12,26,12.89,2023-05-23:14
5.3,14,15,11.12,26,12.89,2023-05-23:15
5.3,14,15,11.12,26,12.89,2023-05-23:15
5.3,14,15,11.12,26,12.89,2023-05-23:15
5.3,14,15,11.12,26,12.89,2023-05-23:15
5.3,14,15,11.12,26,12.89,2023-05-23:16
5.3,14,15,11.12,26,12.89,2023-05-23:16
5.3,14,15,11.12,26,12.89,2023-05-23:17
5.3,14,15,11.12,26,12.89,2023-05-23:17
5.3,14,15,11.12,26,12.89,2023-05-23:17
5.3,14,15,11.12,26,12.89,2023-05-23:18
5.3,14,15,11.12,26,12.89,2023-05-23:18
5.8,12,10,11.12,26,12.89,2023-05-23:19
5.8,12,10,11.12,26,12.89,2023-05-23:20
5.8,12,10,11.12,26,12.89,2023-05-23:20
5.8,12,10,11.12,26,12.89,2023-05-23:20
5.8,12,10,11.12,26,12.89,2023-05-23:21
5.8,12,10,11.12,26,12.89,2023-05-23:21
5.8,12,10,11.12,26,12.89,2023-05-23:21
5.5,14,12,11.12,26,12.89,2023-05-24:06
5.5,14,12,11.12,26,12.89,2023-05-24:07
5.5,14,12,11.12,26,12.89,2023-05-24:07
5.5,14,12,11.12,26,12.89,2023-05-24:08
5.5,14,12,11.12,26,12.89,2023-05-24:08
5.5,14,12,11.12,26,12.89,2023-05-24:09
5.5,14,12,11.12,26,12.89,2023-05-24:09
5.5,14,12,11.12,26,12.89,2023-05-24:10
5.5,14,12,11.12,26,12.89,2023-05-24:11
5.5,14,12,11.12,26,12.89,2023-05-24:11
5.5,14,12,11.12,26,12.89,2023-05-24:12
5.5,14,12,11.12,26,12.89,2023-05-24:12
5.5,14,12,11.12,26,12.89,2023-05-24:13
5.5,14,12,11.12,26,12.89,2023-05-24:13
5.5,14,12,11.12,26,12.89,2023-05-24:14
5.5,14,12,11.12,26,12.89,2023-05-24:15
5.5,14,12,11.12,26,12.89,2023-05-24:15
5.5,14,12,11.12,26,12.89,2023-05-24:16
5.5,14,12,11.12,26,12.89,2023-05-24:16
5.5,14,12,11.12,26,12.89,2023-05-24:16
5.5,14,12,11.12,26,12.89,2023-05-24:17
5.5,14,12,11.12,26,12.89,2023-05-24:17
6.4,14,11,11.12,26,12.89,2023-05-24:19
6.4,14,11,11.12,26,12.89,2023-05-24:20
6.4,14,11,11.12,26,12.89,2023-05-24:20
6.4,14,11,11.12,26,12.89,2023-05-24:20
6.4,14,11,11.12,26,12.89,2023-05-24:21
6.4,14,11,11.12,26,12.89,2023-05-24:22
6.4,14,11,11.12,26,12.89,2023-05-24:22
6.3,14,130,11.12,26,12.89,2023-05-25:07
6.3,14,130,11.12,26,12.89,2023-05-25:07
6.3,14,130,11.12,26,12.89,2023-05-25:08
6.3,14,130,11.12,26,12.89,2023-05-25:08
6.3,14,130,11.12,26,12.89,2023-05-25:09
6.3,14,130,11.12,26,12.89,2023-05-25:09
6.3,14,130,11.12,26,12.89,2023-05-25:09
6.3,14,130,11.12,26,12.89,2023-05-25:10
6.3,14,130,11.12,26,12.89,2023-05-25:10
6.5,14,120,11.12,26,12.89,2023-05-25:10
6.5,14,120,11.12,26,12.89,2023-05-25:11
6.5,14,120,11.12,26,12.89,2023-05-25:12
6.5,14,120,11.12,26,12.89,2023-05-25:13
6.5,14,120,11.12,26,12.89,2023-05-25:13
6.5,14,110,11.12,26,12.89,2023-05-25:13
6.1,14,110,11.12,26,12.89,2023-05-25:14
6.1,14,110,11.12,26,12.89,2023-05-25:14
6.1,14,100,11.12,26,12.89,2023-05-25:14
6.1,14,100,11.12,26,12.89,2023-05-25:15
6.1,14,100,11.12,26,12.89,2023-05-25:15
6.1,14,100,11.12,26,12.89,2023-05-25:16
6.1,14,100,11.12,26,12.89,2023-05-25:16
6.1,14,100,11.12,26,12.89,2023-05-25:17
6.1,14,100,11.12,26,12.89,2023-05-25:17
6.1,14,100,11.12,26,12.89,2023-05-25:18
6.5,14,110,11.12,26,12.89,2023-05-25:18
6.5,14,110,11.12,26,12.89,2023-05-25:19
6.5,14,110,11.12,26,12.89,2023-05-25:19
6.5,14,110,11.12,26,12.89,2023-05-25:20
6.5,14,110,11.12,26,12.89,2023-05-25:20
6.5,14,110,11.12,26,12.89,2023-05-25:21
6.5,15,110,11.12,26,12.89,2023-05-25:21
6.8,15,100,11.12,26,12.89,2023-05-25:22
6.8,15,100,11.12,26,12.89,2023-05-25:23
6.8,15,100,11.12,26,12.89,2023-05-25:23
6.8,15,100,11.12,26,12.89,2023-05-25:23
6.8,15,100,11.12,26,12.89,2023-05-25:00
6.8,15,100,11.12,26,12.89,2023-05-25:00
6.8,15,100,11.12,26,12.89,2023-05-25:01
6.8,15,100,11.12,26,12.89,2023-05-25:01
6.8,15,100,11.12,26,12.89,2023-05-25:02
6.8,15,100,11.12,26,12.89,2023-05-25:02
7,15,100,11.12,26,12.89,2023-05-25:03
7,15,100,11.12,26,12.89,2023-05-25:03
7,15,100,11.12,26,12.89,2023-05-25:04
7.3,14,100,11.12,26,12.89,2023-05-26:07
7.3,14,100,11.12,26,12.89,2023-05-26:07
7.3,14,100,11.12,26,12.89,2023-05-26:08
7.3,14,100,11.12,26,12.89,2023-05-26:08
7,14,100,11.12,26,12.89,2023-05-26:09
7,14,100,11.12,26,12.89,2023-05-26:09
7,14,100,11.12,26,12.89,2023-05-26:10
7,14,100,11.12,26,12.89,2023-05-26:10
7,14,100,11.12,26,12.89,2023-05-26:11
7,14,100,11.12,26,12.89,2023-05-26:11
7,14,100,11.12,26,12.89,2023-05-26:12
7,14,100,11.12,26,12.89,2023-05-26:13
7,14,100,11.12,26,12.89,2023-05-26:13
6.6,14,100,11.12,26,12.89,2023-05-26:14
6.6,14,100,11.12,26,12.89,2023-05-26:14
6.6,14,100,11.12,26,12.89,2023-05-26:14
6.6,14,100,11.12,26,12.89,2023-05-26:14
6.6,14,100,11.12,26,12.89,2023-05-26:15
6.6,14,100,11.12,26,12.89,2023-05-26:15
6.2,14,100,11.12,26,12.89,2023-05-26:15
6.2,14,100,11.12,26,12.89,2023-05-26:16
6.2,14,100,11.12,26,12.89,2023-05-26:16
6.2,14,100,11.12,26,12.89,2023-05-26:17
6.2,14,100,11.12,26,12.89,2023-05-26:17
6.2,14,100,11.12,26,12.89,2023-05-26:18
6.2,14,100,11.12,26,12.89,2023-05-26:18
6.2,15,100,11.12,26,12.89,2023-05-26:18
6.2,15,100,11.12,26,12.89,2023-05-26:18
6.2,15,100,11.12,26,12.89,2023-05-26:20
6.5,15,100,11.12,26,12.89,2023-05-26:20
6.5,15,100,11.12,26,12.89,2023-05-26:21
6.5,15,100,11.12,26,12.89,2023-05-26:21
6.5,15,100,11.12,26,12.89,2023-05-26:21
6.5,15,100,11.12,26,12.89,2023-05-26:22
6.8,15,100,11.12,26,12.89,2023-05-26:22
6.8,15,100,11.12,26,12.89,2023-05-26:23
6.8,15,100,11.12,26,12.89,2023-05-26:23
6.8,15,100,11.12,26,12.89,2023-05-26:00
6.8,15,100,11.12,26,12.89,2023-05-26:00
6.8,15,100,11.12,26,12.89,2023-05-26:01
6.8,15,100,11.12,26,12.89,2023-05-26:01
6.8,15,100,11.12,26,12.89,2023-05-26:02
6.8,15,100,11.12,26,12.89,2023-05-26:02
6.8,15,100,11.12,26,12.89,2023-05-26:02
6.8,15,100,11.12,26,12.89,2023-05-26:03
6.8,15,100,11.12,26,12.89,2023-05-26:03
6.8,15,100,11.12,26,12.89,2023-05-26:04
6.8,15,100,11.12,26,12.89,2023-05-26:04
6.8,15,100,11.12,26,12.89,2023-05-26:05
6.8,15,100,11.12,26,12.89,2023-05-26:05
6.8,15,100,11.12,26,12.89,2023-05-26:06
6.8,15,100,11.12,26,12.89,2023-05-26:07
6.7,16,100,11.12,26,12.89,2023-05-27:07
6.7,16,100,11.12,26,12.89,2023-05-27:08
6.7,16,100,11.12,26,12.89,2023-05-27:08
6.7,16,100,11.12,26,12.89,2023-05-27:08
6.7,16,100,11.12,26,12.89,2023-05-27:09
6.7,16,100,11.12,26,12.89,2023-05-27:09
6.7,16,100,11.12,26,12.89,2023-05-27:09
6.7,16,100,11.12,26,12.89,2023-05-27:10
6.7,16,100,11.12,26,12.89,2023-05-27:10
6.7,16,100,11.12,26,12.89,2023-05-27:11
6.7,16,100,11.12,26,12.89,2023-05-27:11
6.7,16,100,11.12,26,12.89,2023-05-27:12
6.7,16,100,11.12,26,12.89,2023-05-27:12
6.7,16,100,11.12,26,12.89,2023-05-27:12
6.7,16,100,11.12,26,12.89,2023-05-27:13
6.7,16,100,11.12,26,12.89,2023-05-27:13
6.7,16,100,11.12,26,12.89,2023-05-27:14
6.7,16,100,11.12,26,12.89,2023-05-27:14
6.7,16,100,11.12,26,12.89,2023-05-27:15
6.7,16,100,11.12,26,12.89,2023-05-27:15
6.7,16,100,11.12,26,12.89,2023-05-27:15
6.7,16,100,11.12,26,12.89,2023-05-27:16
6.7,16,100,11.12,26,12.89,2023-05-27:16
6.7,16,100,11.12,26,12.89,2023-05-27:17
6.7,16,100,11.12,26,12.89,2023-05-27:18
6.7,16,100,11.12,26,12.89,2023-05-27:18
6.2,15,100,11.12,26,12.89,2023-05-27:19
6.2,15,100,11.12,26,12.89,2023-05-27:19
6.2,15,100,11.12,26,12.89,2023-05-27:20
6.2,15,100,11.12,26,12.89,2023-05-27:20
6.2,15,100,11.12,26,12.89,2023-05-27:21
6.2,15,100,11.12,26,12.89,2023-05-27:21
6.2,15,100,11.12,26,12.89,2023-05-27:22
6.5,15,100,11.12,26,12.89,2023-05-27:22
6.5,15,100,11.12,26,12.89,2023-05-27:23
6.5,15,100,11.12,26,12.89,2023-05-27:23
6.5,15,100,11.12,26,12.89,2023-05-27:12
6.8,15,100,11.12,26,12.89,2023-05-27:12
6.8,15,100,11.12,26,12.89,2023-05-27:12
6.8,15,100,11.12,26,12.89,2023-05-27:01
6.8,15,100,11.12,26,12.89,2023-05-27:01
6.8,15,100,11.12,26,12.89,2023-05-27:02
7,15,100,11.12,26,12.89,2023-05-27:02
7,15,100,11.12,26,12.89,2023-05-27:03
7,15,100,11.12,26,12.89,2023-05-27:03
7,15,100,11.12,26,12.89,2023-05-27:03
7.2,15,100,11.12,26,12.89,2023-05-27:04
7,14,120,10.52,24,12.3,2023-05-29:07
7,14,120,10.52,24,12.3,2023-05-29:07
7,14,120,10.52,24,12.3,2023-05-29:08
7,14,120,10.52,24,12.3,2023-05-29:08
7,14,120,10.52,24,12.3,2023-05-29:08
7,14,120,10.52,24,12.3,2023-05-29:09
7,14,120,10.52,24,12.3,2023-05-29:09
7,14,120,10.52,24,12.3,2023-05-29:10
7,14,120,10.52,24,12.3,2023-05-29:10
7,14,120,10.52,24,12.3,2023-05-29:11
6.7,14,120,10.52,24,12.3,2023-05-29:11
6.7,14,120,10.52,24,12.3,2023-05-29:11
6.7,14,120,10.52,24,12.3,2023-05-29:13
6.5,14,120,10.52,24,12.3,2023-05-29:12
6.5,14,120,10.52,24,12.3,2023-05-29:13
6,14,120,10.52,24,12.3,2023-05-29:13
6,14,130,10.52,24,12.3,2023-05-29:14
6,14,130,10.52,24,12.3,2023-05-29:14
6,14,130,10.52,24,12.3,2023-05-29:15
6,14,130,10.52,24,12.3,2023-05-29:15
6,14,130,10.52,24,12.3,2023-05-29:16
6,14,130,10.52,24,12.3,2023-05-29:16
6,14,130,10.52,24,12.3,2023-05-29:16
6,14,130,10.52,24,12.3,2023-05-29:17
6,14,130,10.52,24,12.3,2023-05-29:18
6,14,120,10.52,24,12.3,2023-05-29:19
6,14,120,10.52,24,12.3,2023-05-29:19
6,14,120,10.52,24,12.3,2023-05-29:19
6,14,120,10.52,24,12.3,2023-05-29:20
6,14,120,10.52,24,12.3,2023-05-29:21
6,14,120,10.52,24,12.3,2023-05-29:22
6,14,120,10.52,24,12.3,2023-05-29:23
6,14,120,10.52,24,12.3,2023-05-29:23
6,14,120,10.52,24,12.3,2023-05-29:00
6,14,120,10.52,24,12.3,2023-05-29:00
6,14,120,10.52,24,12.3,2023-05-29:01
6,14,120,10.52,24,12.3,2023-05-29:01
6,14,120,10.52,24,12.3,2023-05-29:01
6,14,120,10.52,24,12.3,2023-05-29:02
6,14,120,10.52,24,12.3,2023-05-29:02
6,14,120,10.52,24,12.3,2023-05-29:03
6,14,120,10.52,24,12.3,2023-05-29:03
6,14,120,10.52,24,12.3,2023-05-29:03
6,14,120,10.52,24,12.3,2023-05-29:04
6,14,120,10.52,24,12.3,2023-05-29:04
6,14,120,10.52,24,12.3,2023-05-29:04
6,14,120,10.52,24,12.3,2023-05-29:05
6.5,14,120,10.52,24,12.3,2023-05-30:07
6.5,14,120,10.52,24,12.3,2023-05-30:07
6.5,14,120,10.52,24,12.3,2023-05-30:07
6.5,14,120,10.52,24,12.3,2023-05-30:08
6.5,14,120,10.52,24,12.3,2023-05-30:08
6.5,14,120,10.52,24,12.3,2023-05-30:08
6.5,14,120,10.52,24,12.3,2023-05-30:09
6.5,14,120,10.52,24,12.3,2023-05-30:10
6.5,14,120,10.52,24,12.3,2023-05-30:10
6.5,14,120,10.52,24,12.3,2023-05-30:10
6.5,14,120,10.52,24,12.3,2023-05-30:11
6.5,14,120,10.52,24,12.3,2023-05-30:11
6.5,14,130,10.52,24,12.3,2023-05-30:12
6.5,14,130,10.52,24,12.3,2023-05-30:12
6.5,14,130,10.52,24,12.3,2023-05-30:13
6.5,14,130,10.52,24,12.3,2023-05-30:13
6.5,14,130,10.52,24,12.3,2023-05-30:14
6.5,14,130,10.52,24,12.3,2023-05-30:14
6.5,14,130,10.52,24,12.3,2023-05-30:15
6.5,14,130,10.52,24,12.3,2023-05-30:15
6.5,14,130,10.52,24,12.3,2023-05-30:16
6.5,14,130,10.52,24,12.3,2023-05-30:16
6.5,14,130,10.52,24,12.3,2023-05-30:16
6.5,14,130,10.52,24,12.3,2023-05-30:17
6.5,14,130,10.52,24,12.3,2023-05-30:17
6.5,14,130,10.52,24,12.3,2023-05-30:18
6,13,120,10.52,24,12.3,2023-05-30:19
6,13,120,10.52,24,12.3,2023-05-30:19
6,13,120,10.52,24,12.3,2023-05-30:19
6,13,120,10.52,24,12.3,2023-05-30:20
6,13,120,10.52,24,12.3,2023-05-30:20
6,13,120,10.52,24,12.3,2023-05-30:21
6,13,120,10.52,24,12.3,2023-05-30:23
6,13,120,10.52,24,12.3,2023-05-30:23
6,13,120,10.52,24,12.3,2023-05-30:00
6,13,120,10.52,24,12.3,2023-05-30:00
6,13,120,10.52,24,12.3,2023-05-30:00
6,13,120,10.52,24,12.3,2023-05-30:01
6.5,14,130,10.52,24,12.3,2023-05-31:07
65.5,14,130,10.52,24,12.3,2023-05-31:07
6.5,14,130,10.52,24,12.3,2023-05-31:08
6.7,14,130,10.52,24,12.3,2023-05-31:08
6.7,14,130,10.52,24,12.3,2023-05-31:08
6.7,14,130,10.52,24,12.3,2023-05-31:09
6.5,14,130,10.52,24,12.3,2023-05-31:09
6.5,14,130,10.52,24,12.3,2023-05-31:09
6.5,14,130,10.52,24,12.3,2023-05-31:10
6,14,130,10.52,24,12.3,2023-05-31:10
6,14,130,10.52,24,12.3,2023-05-31:11
6,14,130,10.52,24,12.3,2023-05-31:11
6,14,130,10.52,24,12.3,2023-05-31:12
6,14,130,10.52,24,12.3,2023-05-31:12
6,14,130,10.52,24,12.3,2023-05-31:12
6,14,130,10.52,24,12.3,2023-05-31:13
6,14,130,10.52,24,12.3,2023-05-31:13
6,14,130,10.52,24,12.3,2023-05-31:14
6,14,130,10.52,24,12.3,2023-05-31:14
6,14,130,10.52,24,12.3,2023-05-31:15
6.3,14,130,10.52,24,12.3,2023-05-31:15
6.3,14,130,10.52,24,12.3,2023-05-31:16
6.3,14,130,10.52,24,12.3,2023-05-31:16
6.3,14,130,10.52,24,12.3,2023-05-31:17
6.3,14,130,10.52,24,12.3,2023-05-31:17
6.5,14,120,10.52,24,12.3,2023-05-31:19
6.5,14,120,10.52,24,12.3,2023-05-31:19
6.5,14,120,10.52,24,12.3,2023-05-31:19
6.5,14,120,10.52,24,12.3,2023-05-31:20
6.5,14,120,10.52,24,12.3,2023-05-31:21
6.5,14,120,10.52,24,12.3,2023-05-31:21
6.5,14,120,10.52,24,12.3,2023-05-31:22
6.5,14,120,10.52,24,12.3,2023-05-31:22
6.5,14,120,10.52,24,12.3,2023-05-31:23
6.5,14,120,10.52,24,12.3,2023-05-31:23
6.5,14,120,10.52,24,12.3,2023-05-31:00
6.5,14,120,10.52,24,12.3,2023-05-31:00
6.5,14,120,10.52,24,12.3,2023-05-31:01
6.5,14,120,10.52,24,12.3,2023-05-31:01
6.5,14,120,10.52,24,12.3,2023-05-31:02
6.5,14,120,10.52,24,12.3,2023-05-31:02
6.5,14,120,10.52,24,12.3,2023-05-31:03
6.5,14,120,10.52,24,12.3,2023-05-31:03
6.5,14,120,10.52,24,12.3,2023-05-31:04
5.8,14,130,11.06,25,12.92,2023-06-02:07
5.8,14,130,11.06,25,12.92,2023-06-02:07
5.8,14,130,11.06,25,12.92,2023-06-02:07
5.8,14,130,11.06,25,12.92,2023-06-02:07
5.8,14,130,11.06,25,12.92,2023-06-02:08
5.8,14,130,11.06,25,12.92,2023-06-02:08
5.8,14,130,11.06,25,12.92,2023-06-02:08
5.8,14,130,11.06,25,12.92,2023-06-02:09
5.8,14,130,11.06,25,12.92,2023-06-02:10
5.8,14,130,11.06,25,12.92,2023-06-02:10
5.8,14,130,11.06,25,12.92,2023-06-02:11
5.5,14,120,11.06,25,12.92,2023-06-02:11
5.5,14,120,11.06,25,12.92,2023-06-02:12
5.5,14,120,11.06,25,12.92,2023-06-02:12
5.5,14,120,11.06,25,12.92,2023-06-02:12
5.3,14,120,11.06,25,12.92,2023-06-02:13
5.3,14,120,11.06,25,12.92,2023-06-02:13
5.3,14,120,11.06,25,12.92,2023-06-02:14
5.3,14,120,11.06,25,12.92,2023-06-02:14
5,14,120,11.06,25,12.92,2023-06-02:15
5,14,120,11.06,25,12.92,2023-06-02:15
5,14,120,11.06,25,12.92,2023-06-02:16
5,14,120,11.06,25,12.92,2023-06-02:16
5,14,120,11.06,25,12.92,2023-06-02:17
5,14,120,11.06,25,12.92,2023-06-02:17
5,14,120,11.06,25,12.92,2023-06-02:17
5.4,15,120,11.06,25,12.92,2023-06-02:19
5.4,15,120,11.06,25,12.92,2023-06-02:20
5.4,15,120,11.06,25,12.92,2023-06-02:20
5.4,15,120,11.06,25,12.92,2023-06-02:20
5.4,15,120,11.06,25,12.92,2023-06-02:20
5.4,15,120,11.06,25,12.92,2023-06-02:23
5.4,15,120,11.06,25,12.92,2023-06-02:23
5.4,15,120,11.06,25,12.92,2023-06-02:23
5.4,15,120,11.06,25,12.92,2023-06-02:00
5.4,15,120,11.06,25,12.92,2023-06-02:00
5.4,15,120,11.06,25,12.92,2023-06-02:01
5,15,120,11.06,25,12.92,2023-06-02:01
5,15,120,11.06,25,12.92,2023-06-02:02
5,15,120,11.06,25,12.92,2023-06-02:02
5,15,110,11.06,25,12.92,2023-06-03:07
5,15,110,11.06,25,12.92,2023-06-03:07
5,15,110,11.06,25,12.92,2023-06-03:08
5,15,110,11.06,25,12.92,2023-06-03:08
5,15,110,11.06,25,12.92,2023-06-03:08
5,15,110,11.06,25,12.92,2023-06-03:09
5,15,110,11.06,25,12.92,2023-06-03:09
5,15,110,11.06,25,12.92,2023-06-03:10
5,15,100,11.06,25,12.92,2023-06-03:10
5,15,100,11.06,25,12.92,2023-06-03:11
5,15,100,11.06,25,12.92,2023-06-03:11
5,15,100,11.06,25,12.92,2023-06-03:12
5,15,100,11.06,25,12.92,2023-06-03:12
5,15,100,11.06,25,12.92,2023-06-03:12
5,15,100,11.06,25,12.92,2023-06-03:13
5.2,15,100,11.06,25,12.92,2023-06-03:14
5.2,15,100,11.06,25,12.92,2023-06-03:14
5.2,15,100,11.06,25,12.92,2023-06-03:14
5.2,15,100,11.06,25,12.92,2023-06-03:15
5.2,15,100,11.06,25,12.92,2023-06-03:15
5.2,15,100,11.06,25,12.92,2023-06-03:16
5.2,15,100,11.06,25,12.92,2023-06-03:16
5.2,15,100,11.06,25,12.92,2023-06-03:17
5.2,15,100,11.06,25,12.92,2023-06-03:17
5.2,15,100,11.06,25,12.92,2023-06-03:17
5.4,15,110,11.06,25,12.92,2023-06-03:19
5.4,15,110,11.06,25,12.92,2023-06-03:19
5.4,15,110,11.06,25,12.92,2023-06-03:20
5.4,15,110,11.06,25,12.92,2023-06-03:20
5.4,15,110,11.06,25,12.92,2023-06-03:20
5.4,15,110,11.06,25,12.92,2023-06-03:21
5.4,15,110,11.06,25,12.92,2023-06-03:21
5.4,15,110,11.06,25,12.92,2023-06-03:22
5.4,15,110,11.06,25,12.92,2023-06-03:22
5.4,15,110,11.06,25,12.92,2023-06-03:23
5.4,15,110,11.06,25,12.92,2023-06-03:00
5.4,15,110,11.06,25,12.92,2023-06-03:00
5.4,15,110,11.06,25,12.92,2023-06-03:01
5.4,15,110,11.06,25,12.92,2023-06-03:01
5.4,15,110,11.06,25,12.92,2023-06-03:02
5.4,15,110,11.06,25,12.92,2023-06-03:02
5.4,15,110,11.06,25,12.92,2023-06-03:03
5.4,15,110,11.06,25,12.92,2023-06-03:03
5.4,15,110,11.06,25,12.92,2023-06-03:03
5.4,15,110,11.06,25,12.92,2023-06-03:03
5.4,15,110,11.06,25,12.92,2023-06-03:04
