ABC,Water,SMBS,Gluten%,SV ml,Moisture,Datetime
5.4,15,110,11.06,25,12.92,2023-06-03:04
5.4,15,110,11.06,25,12.92,2023-06-03:04
5.4,15,110,11.06,25,12.92,2023-06-03:05
5.4,15,110,11.06,25,12.92,2023-06-03:05
5.4,15,110,11.06,25,12.92,2023-06-03:05
5.4,15,110,11.06,25,12.92,2023-06-03:06
5.4,15,110,11.06,25,12.92,2023-06-03:06
5.4,15,110,11.06,25,12.92,2023-06-03:06
3.7,15,120,10.58,26,12.54,2023-06-04:07
3.7,15,120,10.58,26,12.54,2023-06-04:07
4.1,15,120,10.58,26,12.54,2023-06-04:08
4.1,15,120,10.58,26,12.54,2023-06-04:08
4.1,15,120,10.58,26,12.54,2023-06-04:09
5,15,120,10.58,26,12.54,2023-06-04:09
5,15,120,10.58,26,12.54,2023-06-04:09
5.5,15,120,10.58,26,12.54,2023-06-04:10
5.5,15,120,10.58,26,12.54,2023-06-04:10
5.5,15,120,10.58,26,12.54,2023-06-04:11
5.5,15,120,10.58,26,12.54,2023-06-04:12
5.5,15,120,10.58,26,12.54,2023-06-04:12
5.3,15,110,10.58,26,12.54,2023-06-04:12
5.3,15,110,10.58,26,12.54,2023-06-04:14
5.3,15,110,10.58,26,12.54,2023-06-04:14
5.3,15,110,10.58,26,12.54,2023-06-04:14
5.3,15,110,10.58,26,12.54,2023-06-04:15
5.3,15,110,10.58,26,12.54,2023-06-04:15
5.3,15,110,10.58,26,12.54,2023-06-04:16
5.3,15,110,10.58,26,12.54,2023-06-04:16
5.3,15,110,10.58,26,12.54,2023-06-04:16
5.5,16,120,11.22,26,12.87,2023-06-05:07
5.5,16,120,11.22,26,12.87,2023-06-05:07
5.5,16,120,11.22,26,12.87,2023-06-05:07
5.5,16,120,11.22,26,12.87,2023-06-05:08
5.5,16,120,11.22,26,12.87,2023-06-05:08
5.5,16,120,11.22,26,12.87,2023-06-05:09
5.5,16,120,11.22,26,12.87,2023-06-05:09
5.5,16,120,11.22,26,12.87,2023-06-05:10
5.5,16,120,11.22,26,12.87,2023-06-05:11
5.5,16,120,11.22,26,12.87,2023-06-05:11
5.5,16,120,11.22,26,12.87,2023-06-05:11
5.5,16,120,11.22,26,12.87,2023-06-05:12
5.5,16,120,11.22,26,12.87,2023-06-05:12
5.5,16,120,11.22,26,12.87,2023-06-05:12
5.5,16,120,11.22,26,12.87,2023-06-05:13
5.5,16,120,11.22,26,12.87,2023-06-05:13
5.5,16,120,11.22,26,12.87,2023-06-05:14
5.5,16,120,11.22,26,12.87,2023-06-05:14
5.5,16,120,11.22,26,12.87,2023-06-05:15
5.5,16,120,11.22,26,12.87,2023-06-05:15
5.5,16,120,11.22,26,12.87,2023-06-05:16
5.5,16,120,11.22,26,12.87,2023-06-05:16
5.5,16,120,11.22,26,12.87,2023-06-05:16
5.5,16,120,11.22,26,12.87,2023-06-05:17
5.5,16,120,11.22,26,12.87,2023-06-05:18
5.5,16,120,11.22,26,12.87,2023-06-05:18
5.5,16,120,11.22,26,12.87,2023-06-05:18
3.5,14,130,11.22,26,12.87,2023-06-05:19
3.5,14,130,11.22,26,12.87,2023-06-05:19
3.5,14,130,11.22,26,12.87,2023-06-05:20
3.5,14,130,11.22,26,12.87,2023-06-05:20
3.9,14,130,11.22,26,12.87,2023-06-05:20
3.9,14,130,11.22,26,12.87,2023-06-05:21
3.9,14,130,11.22,26,12.87,2023-06-05:21
3.9,14,130,11.22,26,12.87,2023-06-05:21
3.5,14,130,11.22,26,12.87,2023-06-05:22
3.5,14,130,11.22,26,12.87,2023-06-05:22
4,14,130,11.22,26,12.87,2023-06-05:23
4,14,130,11.22,26,12.87,2023-06-05:23
4,14,130,11.22,26,12.87,2023-06-05:23
4,14,130,11.22,26,12.87,2023-06-05:00
4,14,130,11.22,26,12.87,2023-06-05:01
4,14,130,11.22,26,12.87,2023-06-05:01
4,14,130,11.22,26,12.87,2023-06-05:02
4,14,130,11.22,26,12.87,2023-06-05:02
4,14,130,11.22,26,12.87,2023-06-05:02
4,14,130,11.22,26,12.87,2023-06-05:03
4,14,130,11.22,26,12.87,2023-06-05:03
4,14,130,11.22,26,12.87,2023-06-05:04
4,14,130,11.22,26,12.87,2023-06-05:04
4,14,130,11.22,26,12.87,2023-06-05:04
4,14,130,11.22,26,12.87,2023-06-05:05
4,14,120,11.22,26,12.87,2023-06-06:07
4,14,120,11.22,26,12.87,2023-06-06:07
4,14,120,11.22,26,12.87,2023-06-06:08
4,14,120,11.22,26,12.87,2023-06-06:08
4,14,120,11.22,26,12.87,2023-06-06:09
4,14,120,11.22,26,12.87,2023-06-06:09
4,14,120,11.22,26,12.87,2023-06-06:09
4,14,120,11.22,26,12.87,2023-06-06:10
4,14,120,11.22,26,12.87,2023-06-06:10
4,14,120,11.22,26,12.87,2023-06-06:11
4,14,120,11.22,26,12.87,2023-06-06:12
4,14,120,11.22,26,12.87,2023-06-06:12
4,14,120,11.22,26,12.87,2023-06-06:12
4,14,120,11.22,26,12.87,2023-06-06:13
4,14,120,11.22,26,12.87,2023-06-06:13
4,14,120,11.22,26,12.87,2023-06-06:14
4,14,120,11.22,26,12.87,2023-06-06:14
4,14,120,11.22,26,12.87,2023-06-06:14
4,14,120,11.22,26,12.87,2023-06-06:15
4,14,120,11.22,26,12.87,2023-06-06:15
4,14,120,11.22,26,12.87,2023-06-06:15
4,14,120,11.22,26,12.87,2023-06-06:16
4,14,120,11.22,26,12.87,2023-06-06:16
4,14,120,11.22,26,12.87,2023-06-06:17
4,14,120,11.22,26,12.87,2023-06-06:17
4,14,120,11.22,26,12.87,2023-06-06:18
5.5,14,130,11.22,26,12.87,2023-06-06:19
5.5,14,130,11.22,26,12.87,2023-06-06:19
5.5,14,130,11.22,26,12.87,2023-06-06:20
5.3,14,130,11.22,26,12.87,2023-06-06:20
5.3,14,130,11.22,26,12.87,2023-06-06:21
5.3,14,130,11.22,26,12.87,2023-06-06:21
5.3,14,130,11.22,26,12.87,2023-06-06:22
5.5,14,130,11.22,26,12.87,2023-06-06:23
5.5,14,130,11.22,26,12.87,2023-06-06:23
5.5,14,130,11.22,26,12.87,2023-06-06:00
5.8,14,130,11.22,26,12.87,2023-06-06:00
5.8,14,130,11.22,26,12.87,2023-06-06:01
5.8,14,130,11.22,26,12.87,2023-06-06:01
6,14,130,11.22,26,12.87,2023-06-06:02
6,14,130,11.22,26,12.87,2023-06-06:03
6,14,130,11.22,26,12.87,2023-06-06:03
6,14,130,11.22,26,12.87,2023-06-06:04
6,14,130,11.22,26,12.87,2023-06-06:04
6,14,130,11.22,26,12.87,2023-06-06:05
5.5,13,100,10.72,26,12.35,2023-06-07:07
5.5,13,100,10.72,26,12.35,2023-06-07:07
5.5,13,100,10.72,26,12.35,2023-06-07:08
5.5,13,100,10.72,26,12.35,2023-06-07:08
5.8,13,100,10.72,26,12.35,2023-06-07:09
5.8,13,100,10.72,26,12.35,2023-06-07:09
5.8,13,100,10.72,26,12.35,2023-06-07:10
5.8,13,100,10.72,26,12.35,2023-06-07:11
5.8,13,100,10.72,26,12.35,2023-06-07:11
5.8,13,100,10.72,26,12.35,2023-06-07:12
6,13,100,10.72,26,12.35,2023-06-07:13
6,13,100,10.72,26,12.35,2023-06-07:13
6,13,100,10.72,26,12.35,2023-06-07:14
6.5,13,100,10.72,26,12.35,2023-06-07:14
6.5,13,100,10.72,26,12.35,2023-06-07:15
6.5,13,100,10.72,26,12.35,2023-06-07:15
6.5,13,100,10.72,26,12.35,2023-06-07:15
7,13,100,10.72,26,12.35,2023-06-07:16
7,13,100,10.72,26,12.35,2023-06-07:16
6.7,13,100,10.72,26,12.35,2023-06-07:16
6.7,13,100,10.72,26,12.35,2023-06-07:17
6.7,13,100,10.72,26,12.35,2023-06-07:18
6.7,13,100,10.72,26,12.35,2023-06-07:18
6,13,100,10.72,26,12.35,2023-06-07:19
6,13,100,10.72,26,12.35,2023-06-07:20
6,13,100,10.72,26,12.35,2023-06-07:20
6,13,100,10.72,26,12.35,2023-06-07:21
6,13,100,10.72,26,12.35,2023-06-07:21
6,13,100,10.72,26,12.35,2023-06-07:22
6,13,100,10.72,26,12.35,2023-06-07:23
6,13,100,10.72,26,12.35,2023-06-07:23
6,13,100,10.72,26,12.35,2023-06-07:23
5.8,13,100,10.72,26,12.35,2023-06-07:00
5.8,13,100,10.72,26,12.35,2023-06-07:00
5.8,13,100,10.72,26,12.35,2023-06-07:00
5.8,13,100,10.72,26,12.35,2023-06-07:01
5.9,13,120,10.72,26,12.35,2023-06-07:01
5.9,13,120,10.72,26,12.35,2023-06-07:02
5.9,13,120,10.72,26,12.35,2023-06-07:02
5.9,13,120,10.72,26,12.35,2023-06-07:03
5.9,13,120,10.72,26,12.35,2023-06-07:03
6.3,13,120,10.72,26,12.35,2023-06-07:04
6.3,13,120,10.72,26,12.35,2023-06-07:04
6.3,13,120,10.72,26,12.35,2023-06-07:05
6.3,13,120,10.72,26,12.35,2023-06-07:05
6.3,15,120,10.72,26,12.35,2023-06-08:07
6.3,15,120,10.72,26,12.35,2023-06-08:07
6.3,15,120,10.72,26,12.35,2023-06-08:07
6.6,15,120,10.72,26,12.35,2023-06-08:08
6.6,15,120,10.72,26,12.35,2023-06-08:09
6.6,15,120,10.72,26,12.35,2023-06-08:09
6.6,15,120,10.72,26,12.35,2023-06-08:10
6.2,15,120,10.72,26,12.35,2023-06-08:10
6.2,15,120,10.72,26,12.35,2023-06-08:11
6.2,15,120,10.72,26,12.35,2023-06-08:11
6.2,15,120,10.72,26,12.35,2023-06-08:12
6.2,15,120,10.72,26,12.35,2023-06-08:13
6,15,120,10.72,26,12.35,2023-06-08:13
6,15,120,10.72,26,12.35,2023-06-08:13
6,15,120,10.72,26,12.35,2023-06-08:14
6,15,120,10.72,26,12.35,2023-06-08:14
6,15,120,10.72,26,12.35,2023-06-08:15
6,15,120,10.72,26,12.35,2023-06-08:15
6,15,120,10.72,26,12.35,2023-06-08:16
6,15,120,10.72,26,12.35,2023-06-08:17
6,15,120,10.72,26,12.35,2023-06-08:17
6,15,120,10.72,26,12.35,2023-06-08:17
6,15,120,10.72,26,12.35,2023-06-08:17
6,15,120,10.72,26,12.35,2023-06-08:18
6.3,15,120,10.72,26,12.35,2023-06-08:19
6.3,15,120,10.72,26,12.35,2023-06-08:19
6.3,15,120,10.72,26,12.35,2023-06-08:20
6.3,15,120,10.72,26,12.35,2023-06-08:21
6.3,15,120,10.72,26,12.35,2023-06-08:21
6.3,15,120,10.72,26,12.35,2023-06-08:21
6.3,15,120,10.72,26,12.35,2023-06-08:22
6.3,15,120,10.72,26,12.35,2023-06-08:23
6.3,15,120,10.72,26,12.35,2023-06-08:23
6.3,15,120,10.72,26,12.35,2023-06-08:00
6.3,15,130,10.72,26,12.35,2023-06-08:00
6.3,15,130,10.72,26,12.35,2023-06-08:01
6.2,15,130,10.72,26,12.35,2023-06-08:02
6.2,15,130,10.72,26,12.35,2023-06-08:02
6.2,15,130,10.72,26,12.35,2023-06-08:03
6.2,15,130,10.72,26,12.35,2023-06-08:03
6.2,15,130,10.72,26,12.35,2023-06-08:04
6.2,15,130,10.72,26,12.35,2023-06-08:04
6.2,15,130,10.72,26,12.35,2023-06-08:05
6.2,15,130,10.72,26,12.35,2023-06-08:05
6.2,15,130,10.72,26,12.35,2023-06-08:05
6.2,14,120,10.72,26,12.35,2023-06-09:08
6.2,14,120,10.72,26,12.35,2023-06-09:08
6.2,14,120,10.72,26,12.35,2023-06-09:08
6.2,14,120,10.72,26,12.35,2023-06-09:08
6.2,14,120,10.72,26,12.35,2023-06-09:09
6.2,14,120,10.72,26,12.35,2023-06-09:09
6.2,14,120,10.72,26,12.35,2023-06-09:09
6.2,14,120,10.72,26,12.35,2023-06-09:10
6.2,14,120,10.72,26,12.35,2023-06-09:10
6.2,14,120,10.72,26,12.35,2023-06-09:10
6.2,14,120,10.72,26,12.35,2023-06-09:11
6.2,14,120,10.72,26,12.35,2023-06-09:11
6.2,14,110,10.72,26,12.35,2023-06-09:12
6.2,14,110,10.72,26,12.35,2023-06-09:12
6.2,14,110,10.72,26,12.35,2023-06-09:13
6.2,14,110,10.72,26,12.35,2023-06-09:13
6.2,14,110,10.72,26,12.35,2023-06-09:14
6.2,14,110,10.72,26,12.35,2023-06-09:14
6.2,14,110,10.72,26,12.35,2023-06-09:15
6.2,14,110,10.72,26,12.35,2023-06-09:16
6.2,14,110,10.72,26,12.35,2023-06-09:16
6.2,14,110,10.72,26,12.35,2023-06-09:17
6.2,14,110,10.72,26,12.35,2023-06-09:17
6.2,14,110,10.72,26,12.35,2023-06-09:18
6.5,15,120,10.72,26,12.35,2023-06-09:20
6.5,15,120,10.72,26,12.35,2023-06-09:20
6.5,15,120,10.72,26,12.35,2023-06-09:20
6.5,15,120,10.72,26,12.35,2023-06-09:21
6.5,15,120,10.72,26,12.35,2023-06-09:21
6.2,15,110,11.08,26,12.89,2023-06-10:07
6.2,15,110,11.08,26,12.89,2023-06-10:07
6.2,15,110,11.08,26,12.89,2023-06-10:08
6.2,15,110,11.08,26,12.89,2023-06-10:08
6.2,15,110,11.08,26,12.89,2023-06-10:09
6.2,15,110,11.08,26,12.89,2023-06-10:09
6.2,15,110,11.08,26,12.89,2023-06-10:10
6.2,15,110,11.08,26,12.89,2023-06-10:10
6.2,15,110,11.08,26,12.89,2023-06-10:11
6.5,15,120,11.08,26,12.89,2023-06-10:11
6.5,15,120,11.08,26,12.89,2023-06-10:11
6.5,15,120,11.08,26,12.89,2023-06-10:12
6.5,15,120,11.08,26,12.89,2023-06-10:12
6.5,15,120,11.08,26,12.89,2023-06-10:12
6.5,15,120,11.08,26,12.89,2023-06-10:13
6.5,15,120,11.08,26,12.89,2023-06-10:13
6.5,15,120,11.08,26,12.89,2023-06-10:14
6.5,15,120,11.08,26,12.89,2023-06-10:14
6.5,15,120,11.08,26,12.89,2023-06-10:15
6.5,15,120,11.08,26,12.89,2023-06-10:15
6.5,15,120,11.08,26,12.89,2023-06-10:16
6.5,15,120,11.08,26,12.89,2023-06-10:16
6.5,15,120,11.08,26,12.89,2023-06-10:17
6.5,15,120,11.08,26,12.89,2023-06-10:17
6.5,15,120,11.08,26,12.89,2023-06-10:18
6.2,14,130,11.08,26,12.89,2023-06-10:19
6.2,14,130,11.08,26,12.89,2023-06-10:19
6.2,14,130,11.08,26,12.89,2023-06-10:20
6.2,14,130,11.08,26,12.89,2023-06-10:20
6.2,14,130,11.08,26,12.89,2023-06-10:21
6.2,14,130,11.08,26,12.89,2023-06-10:22
6.2,14,130,11.08,26,12.89,2023-06-10:22
6.2,14,130,11.08,26,12.89,2023-06-10:23
6.2,14,130,11.08,26,12.89,2023-06-10:23
6.2,14,130,11.08,26,12.89,2023-06-10:23
6.2,14,130,11.08,26,12.89,2023-06-10:00
6.2,14,130,11.08,26,12.89,2023-06-10:00
6.2,14,130,11.08,26,12.89,2023-06-10:00
6.2,14,130,11.08,26,12.89,2023-06-10:01
6.2,14,130,11.08,26,12.89,2023-06-10:01
6.2,14,130,11.08,26,12.89,2023-06-10:02
6.2,14,130,11.08,26,12.89,2023-06-10:02
6.2,14,130,11.08,26,12.89,2023-06-10:03
6.2,14,130,11.08,26,12.89,2023-06-10:03
6.2,14,130,11.08,26,12.89,2023-06-10:03
6.2,14,130,11.08,26,12.89,2023-06-10:04
6.2,14,130,11.08,26,12.89,2023-06-13:07
6.2,14,130,11.08,26,12.89,2023-06-13:07
6,15,130,11.08,26,12.89,2023-06-13:08
6,15,130,11.08,26,12.89,2023-06-13:08
6,15,130,11.08,26,12.89,2023-06-13:09
6,15,130,11.08,26,12.89,2023-06-13:09
6,15,130,11.08,26,12.89,2023-06-13:09
6,15,130,11.08,26,12.89,2023-06-13:10
6,15,130,11.08,26,12.89,2023-06-13:10
6,15,130,11.08,26,12.89,2023-06-13:11
6,15,130,11.08,26,12.89,2023-06-13:11
6,15,130,11.08,26,12.89,2023-06-13:12
6,15,130,11.08,26,12.89,2023-06-13:12
6,15,130,11.08,26,12.89,2023-06-13:12
6,15,130,11.08,26,12.89,2023-06-13:13
6,15,130,11.08,26,12.89,2023-06-13:13
6,15,130,11.08,26,12.89,2023-06-13:14
6,15,130,11.08,26,12.89,2023-06-13:14
6,15,130,11.08,26,12.89,2023-06-13:14
6,15,130,11.08,26,12.89,2023-06-13:15
6,15,130,11.08,26,12.89,2023-06-13:15
6,15,130,11.08,26,12.89,2023-06-13:16
6,15,130,11.08,26,12.89,2023-06-13:16
6,15,130,11.08,26,12.89,2023-06-13:16
6,15,130,11.08,26,12.89,2023-06-13:17
6,15,130,11.08,26,12.89,2023-06-13:17
6,15,130,11.08,26,12.89,2023-06-13:18
6,15,130,11.08,26,12.89,2023-06-13:18
6,15,130,11.08,26,12.89,2023-06-13:19
6,15,130,11.08,26,12.89,2023-06-13:19
6,15,130,11.08,26,12.89,2023-06-13:20
6.2,15,120,11.08,26,12.89,2023-06-13:20
6.2,15,120,11.08,26,12.89,2023-06-13:21
6.2,15,120,11.08,26,12.89,2023-06-13:21
6.2,15,120,11.08,26,12.89,2023-06-13:22
6.2,15,120,11.08,26,12.89,2023-06-13:23
6.2,15,120,11.08,26,12.89,2023-06-13:23
6.2,15,120,11.08,26,12.89,2023-06-13:00
6.2,15,120,11.08,26,12.89,2023-06-13:00
7,15,120,11.08,26,12.89,2023-06-13:01
7,15,120,11.08,26,12.89,2023-06-13:01
7,15,120,11.08,26,12.89,2023-06-13:02
7,15,120,11.08,26,12.89,2023-06-13:02
7,15,120,11.08,26,12.89,2023-06-13:03
7,15,120,11.08,26,12.89,2023-06-13:03
7,15,120,11.08,26,12.89,2023-06-13:04
7,15,120,11.08,26,12.89,2023-06-13:04
7,15,120,11.08,26,12.89,2023-06-13:04
7,15,120,11.08,26,12.89,2023-06-13:05
7,15,120,11.08,26,12.89,2023-06-13:05
7,15,120,11.08,26,12.89,2023-06-13:06
7,15,120,11.08,26,12.89,2023-06-14:07
7,15,120,11.08,26,12.89,2023-06-14:07
7.2,15,130,11.08,26,12.89,2023-06-14:07
7.2,15,130,11.08,26,12.89,2023-06-14:08
7.2,15,130,11.08,26,12.89,2023-06-14:08
7.2,15,130,11.08,26,12.89,2023-06-14:08
7.2,15,130,11.08,26,12.89,2023-06-14:09
7.2,15,130,11.08,26,12.89,2023-06-14:10
7,15.2,130,11.08,26,12.89,2023-06-14:11
7,15.2,130,11.08,26,12.89,2023-06-14:11
7.2,15.2,130,11.08,26,12.89,2023-06-14:12
7.2,15.2,130,11.08,26,12.89,2023-06-14:12
7.2,15.2,130,11.08,26,12.89,2023-06-14:12
7.2,15.2,130,11.08,26,12.89,2023-06-14:13
7.2,15.2,130,11.08,26,12.89,2023-06-14:13
7.2,15.2,130,11.08,26,12.89,2023-06-14:14
7.4,15.2,130,11.08,26,12.89,2023-06-14:15
7.4,15.2,130,11.08,26,12.89,2023-06-14:15
7.4,15.2,130,11.08,26,12.89,2023-06-14:16
7.4,15.2,130,11.08,26,12.89,2023-06-14:16
7.4,15.2,130,11.08,26,12.89,2023-06-14:16
7.4,15.2,130,11.08,26,12.89,2023-06-14:17
7.4,15.2,130,11.08,26,12.89,2023-06-14:17
7.4,15.2,130,11.08,26,12.89,2023-06-14:17
7.4,15.2,130,11.08,26,12.89,2023-06-14:18
7.4,15.2,130,11.08,26,12.89,2023-06-14:18
7.4,15.2,130,11.08,26,12.89,2023-06-14:19
7.4,15.2,130,11.08,26,12.89,2023-06-14:19
7.4,15.2,130,11.08,26,12.89,2023-06-14:19
7.7,15,120,11.08,26,12.89,2023-06-14:20
7.7,15,120,11.08,26,12.89,2023-06-14:21
7.7,15,120,11.08,26,12.89,2023-06-14:21
7.7,15,120,11.08,26,12.89,2023-06-14:22
7.7,15,120,11.08,26,12.89,2023-06-14:23
7.7,15,120,11.08,26,12.89,2023-06-14:23
7.7,15,120,11.08,26,12.89,2023-06-14:23
7.7,15,120,11.08,26,12.89,2023-06-14:00
7.7,15,120,11.08,26,12.89,2023-06-14:00
7.7,15,120,11.08,26,12.89,2023-06-14:01
7.7,15,120,11.08,26,12.89,2023-06-14:01
7.7,15,120,11.08,26,12.89,2023-06-14:02
7.7,15,120,11.08,26,12.89,2023-06-14:02
7.7,15,120,11.08,26,12.89,2023-06-14:03
7.7,15,120,11.08,26,12.89,2023-06-14:04
7.7,15,120,11.08,26,12.89,2023-06-14:04
7.7,15,120,11.08,26,12.89,2023-06-14:05
7.7,15,120,11.08,26,12.89,2023-06-14:05
7.7,15,120,11.08,26,12.89,2023-06-14:05
7.7,15,120,11.08,26,12.89,2023-06-14:06
7.7,15,120,11.08,26,12.89,2023-06-14:06
7.7,15,120,11.08,26,12.89,2023-06-15:07
7.7,15,120,11.08,26,12.89,2023-06-15:07
8,15,130,10.79,25,12.54,2023-06-15:07
8,15,130,10.79,25,12.54,2023-06-15:08
8,15,130,10.79,25,12.54,2023-06-15:08
8,15,130,10.79,25,12.54,2023-06-15:08
8,15,130,10.79,25,12.54,2023-06-15:09
8,15,130,10.79,25,12.54,2023-06-15:10
8,15,130,10.79,25,12.54,2023-06-15:10
8,15,130,10.79,25,12.54,2023-06-15:11
8,15,130,10.79,25,12.54,2023-06-15:11
8,15,110,10.79,25,12.54,2023-06-15:12
7.8,15,110,10.79,25,12.54,2023-06-15:12
7.8,15,110,10.79,25,12.54,2023-06-15:13
7.8,15,110,10.79,25,12.54,2023-06-15:13
7.8,15,110,10.79,25,12.54,2023-06-15:13
7.8,15,110,10.79,25,12.54,2023-06-15:14
7.8,15,110,10.79,25,12.54,2023-06-15:14
7.8,15,110,10.79,25,12.54,2023-06-15:14
7.5,15,120,10.79,25,12.54,2023-06-15:15
7.5,15,120,10.79,25,12.54,2023-06-15:15
7.3,15,120,10.79,25,12.54,2023-06-15:15
7.3,15,120,10.79,25,12.54,2023-06-15:16
6.5,15,120,10.79,25,12.54,2023-06-15:17
6.5,15,120,10.79,25,12.54,2023-06-15:17
6.5,15,120,10.79,25,12.54,2023-06-15:19
6.5,15,120,10.79,25,12.54,2023-06-15:19
7,16,120,10.79,25,12.54,2023-06-15:20
7,16,120,10.79,25,12.54,2023-06-15:21
7,16,120,10.79,25,12.54,2023-06-15:21
7,16,120,10.79,25,12.54,2023-06-15:22
7.3,16,120,10.79,25,12.54,2023-06-15:23
7.3,16,120,10.79,25,12.54,2023-06-15:23
7.3,16,120,10.79,25,12.54,2023-06-15:00
7.3,16,120,10.79,25,12.54,2023-06-15:00
7,16,120,10.79,25,12.54,2023-06-15:00
7,16,120,10.79,25,12.54,2023-06-15:01
7,16,120,10.79,25,12.54,2023-06-15:01
8,16,110,10.79,25,12.54,2023-06-15:02
8,16,110,10.79,25,12.54,2023-06-15:02
8,16,110,10.79,25,12.54,2023-06-15:03
8.2,16,110,10.79,25,12.54,2023-06-15:03
8.2,16,110,10.79,25,12.54,2023-06-15:03
8.2,16,110,10.79,25,12.54,2023-06-15:04
8.4,16,110,10.79,25,12.54,2023-06-15:04
8.4,16,110,10.79,25,12.54,2023-06-15:05
8.4,16,110,10.79,25,12.54,2023-06-15:05
8.4,16,110,10.79,25,12.54,2023-06-16:06
8.4,16,110,10.79,25,12.54,2023-06-16:06
8.4,15,110,10.79,25,12.54,2023-06-16:06
8.4,15,110,10.79,25,12.54,2023-06-16:07
8.4,15,110,10.79,25,12.54,2023-06-16:07
8.1,15,110,10.79,25,12.54,2023-06-16:08
8.1,15,110,10.79,25,12.54,2023-06-16:09
7.6,15,110,10.79,25,12.54,2023-06-16:10
7.6,15,110,10.79,25,12.54,2023-06-16:10
7.6,15,150,10.79,25,12.54,2023-06-16:11
7.6,15,150,10.79,25,12.54,2023-06-16:11
7.6,15,150,10.79,25,12.54,2023-06-16:12
7.6,15,150,10.79,25,12.54,2023-06-16:12
7.6,15,150,10.79,25,12.54,2023-06-16:12
7.6,15,150,10.79,25,12.54,2023-06-16:13
7.6,15,150,10.79,25,12.54,2023-06-16:14
7.6,15,150,10.79,25,12.54,2023-06-16:15
7.6,15,150,10.79,25,12.54,2023-06-16:15
7.6,15,150,10.79,25,12.54,2023-06-16:16
7.6,15,150,10.79,25,12.54,2023-06-16:16
7.6,15,150,10.79,25,12.54,2023-06-16:16
7.6,15,150,10.79,25,12.54,2023-06-16:17
7.3,15,150,10.79,25,12.54,2023-06-16:18
7.3,15,150,10.79,25,12.54,2023-06-16:18
7.3,15,150,10.79,25,12.54,2023-06-16:19
7.3,15,150,10.79,25,12.54,2023-06-16:19
7,15,140,10.79,25,12.54,2023-06-16:20
7,15,140,10.79,25,12.54,2023-06-16:20
7,15,140,10.79,25,12.54,2023-06-16:21
7,15,140,10.79,25,12.54,2023-06-16:21
7,15,140,10.79,25,12.54,2023-06-16:22
7,15,140,10.79,25,12.54,2023-06-16:22
7,15,140,10.79,25,12.54,2023-06-16:23
7,15,140,10.79,25,12.54,2023-06-16:23
7,15,140,10.79,25,12.54,2023-06-16:23
7,15,140,10.79,25,12.54,2023-06-16:00
7,15,140,10.79,25,12.54,2023-06-16:00
7,15,140,10.79,25,12.54,2023-06-16:01
7,15,140,10.79,25,12.54,2023-06-16:01
7,15,140,10.79,25,12.54,2023-06-16:01
7,15,140,10.79,25,12.54,2023-06-16:02
7,15,140,10.79,25,12.54,2023-06-16:02
7,15,140,10.79,25,12.54,2023-06-16:03
7,15,140,10.79,25,12.54,2023-06-16:03
7,15,140,10.79,25,12.54,2023-06-16:03
7,15,140,10.79,25,12.54,2023-06-16:04
7,15,140,10.79,25,12.54,2023-06-16:05
7,15,140,10.79,25,12.54,2023-06-16:05
7,15,140,10.79,25,12.54,2023-06-16:06
